source_file	inc_type	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
RefSeq_NZ_CP066048.1	IncFII	NA	RefSeq_NZ_CP066048.1	2906	3373	-	mltE	transglycosylase SLT domain-containing protein MltE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	156	156	100.00	98.72	156	AAL23542.1	transglycosylase SLT domain-containing protein MltE	NA	NA
RefSeq_NZ_CP066048.1	IncFII	NA	RefSeq_NZ_CP066048.1	15630	16184	-	rcK	complement resistance protein Rck	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	185	185	100.00	98.38	185	AAC36968.1	complement resistance protein Rck	NA	NA
RefSeq_NZ_CP066048.1	IncFII	NA	RefSeq_NZ_CP066048.1	36314	36961	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
RefSeq_NZ_CP066048.1	IncFII	NA	RefSeq_NZ_CP066048.1	38232	40004	-	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	591	591	100.00	100.00	591	AAL23530.1	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	5660	6532	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	13336	14193	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	14366	15118	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	43484	44341	-	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	52332	53213	-	blaKPC-71	inhibitor-resistant extended-spectrum class A beta-lactamase KPC-71	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	294	294	100.00	100.00	294	WP_194293134.1	inhibitor-resistant extended-spectrum class A beta-lactamase KPC-71	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	60187	60606	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	60645	60917	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	60934	61281	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	61353	61784	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	63401	64798	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	64798	65475	-	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	65533	66459	-	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.35	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	66467	66844	-	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	66887	67774	-	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	BLASTX	296	296	100.00	99.66	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	67783	69597	-	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.00	99.83	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	71577	74042	-	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	74678	77821	-	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	77835	79124	-	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	98.14	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	79241	79600	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	120	117	100.00	94.17	120	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	79632	81014	-	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	99.35	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	81204	81881	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	97.35	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_CP066153.1	IncFII	NA	RefSeq_NZ_CP066153.1	81877	83349	+	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	491	491	100.00	98.98	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	47988	48458	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	53001	53813	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	59109	59747	+	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	61532	62728	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	67107	67961	+	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.00	100.00	285	WP_012477595.1	class A beta-lactamase LAP-2	NA	NA
RefSeq_NZ_CP066154.1	IncFII	NA	RefSeq_NZ_CP066154.1	69561	70214	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	5660	6532	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	13485	14342	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	14515	15267	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	31937	32794	-	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	40785	41663	-	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	48637	49056	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	49095	49367	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	49384	49731	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	49803	50234	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	51851	53248	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	53248	53925	-	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	53983	54909	-	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.35	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	54917	55294	-	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	55337	56224	-	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	BLASTX	296	296	100.00	99.66	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	56233	58047	-	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.00	99.83	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	60027	62492	-	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	63128	66271	-	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	66285	67574	-	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	98.14	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	67691	68050	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	120	117	100.00	94.17	120	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	68082	69464	-	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	99.35	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	69654	70331	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	97.35	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_CP066251.1	IncFII	NA	RefSeq_NZ_CP066251.1	70327	71799	+	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	491	491	100.00	98.98	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	21118	21771	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	23371	24225	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.00	100.00	285	WP_012477595.1	class A beta-lactamase LAP-2	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	28604	29800	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	31585	32223	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	37519	38331	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP066252.1	IncFII	NA	RefSeq_NZ_CP066252.1	42874	43344	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	5660	6532	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	15391	16248	-	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	73130	73882	-	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	74055	74912	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	77679	78092	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	88263	89141	-	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	94162	94347	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	PARTIALX	62	121	51.24	90.32	62	AAA88370.1	mercury resistance co-regulator MerD	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	96114	96533	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	96572	96844	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	96861	97208	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP066256.1	IncFII	NA	RefSeq_NZ_CP066256.1	97280	97711	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	1532	2344	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	6887	7357	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	72093	72746	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	74346	75200	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.00	100.00	285	WP_012477595.1	class A beta-lactamase LAP-2	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	79579	80775	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP066257.1	IncFII	NA	RefSeq_NZ_CP066257.1	82560	83198	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	12931	13362	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	13434	13781	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	13798	14070	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	14109	14528	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	21502	22380	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	32746	33603	-	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	72851	73603	-	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_CP066518.1	IncFII	NA	RefSeq_NZ_CP066518.1	73776	74633	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
