plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_CP064261.1	IncFII	77551	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP064264.1	IncFII	93946	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP064386.1	IncFII	93933	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP064388.1	IncFII	75554	1.1.1.7.30.415	1	1	1	7	30	415
RefSeq_NZ_CP064659.1	IncFII	90483	1.1.1.7.30.1074	1	1	1	7	30	1074
RefSeq_NZ_CP064769.1	IncFII	184047	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP064771.1	IncFII	108776	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP065035.1	IncFII	191744	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065123.1	IncFII	59372	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP065164.1	IncFII	243621	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065168.1	IncFII	236645	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065173.1	IncFII	228345	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065175.1	IncFII	132740	1.1.1.7.30.1046	1	1	1	7	30	1046
RefSeq_NZ_CP065176.1	IncFII	101966	1.1.1.7.30.1408	1	1	1	7	30	1408
RefSeq_NZ_CP065342.1	IncFII	107590	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_CP065344.1	IncFII	75824	1.1.1.7.30.427	1	1	1	7	30	427
RefSeq_NZ_CP065348.1	IncFII	75829	1.1.1.7.30.427	1	1	1	7	30	427
RefSeq_NZ_CP065352.1	IncFII	107589	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_CP065437.1	IncFII	147528	1.1.1.7.30.1229	1	1	1	7	30	1229
RefSeq_NZ_CP065440.1	IncFII	89034	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP065449.1	IncFII	150314	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065461.1	IncFII	105090	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP065462.1	IncFII	195964	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP065466.1	IncFII	105091	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP065470.1	IncFII	148255	1.1.1.7.30.1238	1	1	1	7	30	1238
RefSeq_NZ_CP065556.1	IncFII	77979	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP065557.1	IncFII	73746	1.1.1.7.30.1329	1	1	1	7	30	1329
RefSeq_NZ_CP065625.1	IncFII	57741	1.1.1.7.59.2209	1	1	1	7	59	2209
RefSeq_NZ_CP065638.1	IncFII	93933	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP065719.1	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP065839.1	IncFII	144959	1.1.1.7.30.1239	1	1	1	7	30	1239
RefSeq_NZ_CP065891.1	IncFII	59043	1.1.1.7.30.764	1	1	1	7	30	764
RefSeq_NZ_CP065952.1	IncFII	100684	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP066011.1	IncFII	93851	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP066048.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP066153.1	IncFII	133625	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP066154.1	IncFII	87095	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP066251.1	IncFII	122076	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP066252.1	IncFII	99066	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP066256.1	IncFII	149407	1.1.1.7.30.1327	1	1	1	7	30	1327
RefSeq_NZ_CP066257.1	IncFII	86962	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP066518.1	IncFII	149181	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP066519.1	IncFII	228076	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP066525.1	IncFII	206852	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP066530.1	IncFII	223344	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP066535.1	IncFII	192589	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP066536.1	IncFII	154728	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP066544.1	IncFII	88050	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP066750.1	IncFII	95598	1.1.1.7.30.499	1	1	1	7	30	499
RefSeq_NZ_CP066841.1	IncFII	113350	1.1.1.7.30.1186	1	1	1	7	30	1186
RefSeq_NZ_CP066845.1	IncFII	127534	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP066878.1	IncFII	25403	1.1.1.7.47.2197	1	1	1	7	47	2197
RefSeq_NZ_CP066892.1	IncFII	147717	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP066896.1	IncFII	205681	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP066906.1	IncFII	85781	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP066907.1	IncFII	85185	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP066912.1	IncFII	122553	1.1.1.7.30.1387	1	1	1	7	30	1387
RefSeq_NZ_CP067047.1	IncFII	150767	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP067068.1	IncFII	135126	1.1.1.7.30.1378	1	1	1	7	30	1378
RefSeq_NZ_CP067092.1	IncFII	93939	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP067256.1	IncFII	172022	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP067262.1	IncFII	98282	1.1.1.7.30.1630	1	1	1	7	30	1630
RefSeq_NZ_CP067266.1	IncFII	303836	1.1.1.7.30.1779	1	1	1	7	30	1779
RefSeq_NZ_CP067313.1	IncFII	104584	1.1.1.7.30.541	1	1	1	7	30	541
RefSeq_NZ_CP067340.1	IncFII	93832	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP067371.1	IncFII	246731	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP067373.1	IncFII	226169	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP067382.1	IncFII	75780	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP067390.1	IncFII	232127	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP067398.1	IncFII	93938	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP067435.1	IncFII	136676	1.1.1.7.30.1801	1	1	1	7	30	1801
RefSeq_NZ_CP067436.1	IncFII	128998	1.1.1.7.30.939	1	1	1	7	30	939
RefSeq_NZ_CP067437.1	IncFII	97484	1.1.1.7.30.1773	1	1	1	7	30	1773
RefSeq_NZ_CP068140.1	IncFII	196709	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP068154.1	IncFII	72354	1.1.1.7.30.773	1	1	1	7	30	773
RefSeq_NZ_CP068333.1	IncFII	89255	1.1.1.7.30.1084	1	1	1	7	30	1084
RefSeq_NZ_CP068344.1	IncFII	107688	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP068388.1	IncFII	86412	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP068447.1	IncFII	61574	1.1.1.7.30.1101	1	1	1	7	30	1101
RefSeq_NZ_CP068608.1	IncFII	195414	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP068616.1	IncFII	207249	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP068620.1	IncFII	206602	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP068687.1	IncFII	184751	1.1.1.7.30.1325	1	1	1	7	30	1325
RefSeq_NZ_CP068691.1	IncFII	206263	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP068692.1	IncFII	184748	1.1.1.7.30.1325	1	1	1	7	30	1325
RefSeq_NZ_CP068697.1	IncFII	93874	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP068849.1	IncFII	92336	1.1.1.7.30.1145	1	1	1	7	30	1145
RefSeq_NZ_CP068850.1	IncFII	89242	1.1.1.7.30.1084	1	1	1	7	30	1084
RefSeq_NZ_CP068889.1	IncFII	126092	1.1.1.7.30.1460	1	1	1	7	30	1460
RefSeq_NZ_CP068973.1	IncFII	200198	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP069047.1	IncFII	196778	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP069049.1	IncFII	107863	1.1.1.7.30.1043	1	1	1	7	30	1043
RefSeq_NZ_CP069160.1	IncFII	57699	1.1.1.7.30.1804	1	1	1	7	30	1804
RefSeq_NZ_CP069172.1	IncFII	134972	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP069176.1	IncFII	87095	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP069201.1	IncFII	100426	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP069455.1	IncFII	34826	1.1.1.7.30.2092	1	1	1	7	30	2092
RefSeq_NZ_CP069502.1	IncFII	77233	1.1.1.7.30.1556	1	1	1	7	30	1556
RefSeq_NZ_CP069530.1	IncFII	96693	1.1.1.7.30.1905	1	1	1	7	30	1905
RefSeq_NZ_CP069560.1	IncFII	67959	1.1.1.7.30.1786	1	1	1	7	30	1786
RefSeq_NZ_CP069590.1	IncFII	127965	1.1.1.7.30.1390	1	1	1	7	30	1390
RefSeq_NZ_CP069693.1	IncFII	89956	1.1.1.7.30.1632	1	1	1	7	30	1632
RefSeq_NZ_CP069713.1	IncFII	182585	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP069816.1	IncFII	172460	1.1.1.7.30.1147	1	1	1	7	30	1147
RefSeq_NZ_CP069822.1	IncFII	187940	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP069862.1	IncFII	139085	1.1.1.7.30.1301	1	1	1	7	30	1301
RefSeq_NZ_CP069883.1	IncFII	131034	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP069902.1	IncFII	60872	1.1.1.7.30.1623	1	1	1	7	30	1623
RefSeq_NZ_CP069912.1	IncFII	141778	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP069969.1	IncFII	198770	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP069974.1	IncFII	136429	1.1.1.7.30.1345	1	1	1	7	30	1345
RefSeq_NZ_CP069982.1	IncFII	116491	1.1.1.7.30.1170	1	1	1	7	30	1170
RefSeq_NZ_CP070008.1	IncFII	198318	1.1.1.7.30.1349	1	1	1	7	30	1349
RefSeq_NZ_CP070016.1	IncFII	248897	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070021.1	IncFII	176321	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070047.1	IncFII	215306	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070083.1	IncFII	208838	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070089.1	IncFII	207010	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070097.1	IncFII	104896	1.1.1.7.30.912	1	1	1	7	30	912
RefSeq_NZ_CP070159.1	IncFII	248395	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070171.1	IncFII	118581	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP070178.1	IncFII	67308	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP070230.1	IncFII	163194	1.1.1.7.30.858	1	1	1	7	30	858
RefSeq_NZ_CP070288.2	IncFII	49739	1.1.1.7.30.1935	1	1	1	7	30	1935
RefSeq_NZ_CP070411.1	IncFII	127801	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070416.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070426.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070431.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070437.1	IncFII	144870	1.1.1.7.30.1262	1	1	1	7	30	1262
RefSeq_NZ_CP070438.1	IncFII	112495	1.1.1.7.30.1631	1	1	1	7	30	1631
RefSeq_NZ_CP070446.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070450.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070460.1	IncFII	132760	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070465.1	IncFII	137142	1.1.1.7.30.1235	1	1	1	7	30	1235
RefSeq_NZ_CP070525.1	IncFII	108537	1.1.1.7.30.931	1	1	1	7	30	931
RefSeq_NZ_CP070540.1	IncFII	108505	1.1.1.7.30.917	1	1	1	7	30	917
RefSeq_NZ_CP070556.1	IncFII	109858	1.1.1.7.30.917	1	1	1	7	30	917
RefSeq_NZ_CP070560.1	IncFII	113456	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070562.1	IncFII	171286	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070565.1	IncFII	118664	1.1.1.7.30.990	1	1	1	7	30	990
RefSeq_NZ_CP070577.1	IncFII	170806	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070581.1	IncFII	94665	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP070588.1	IncFII	18779	1.1.1.7.30.2120	1	1	1	7	30	2120
RefSeq_NZ_CP070590.1	IncFII	101334	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP070595.1	IncFII	189174	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP070599.1	IncFII	122733	1.1.1.7.30.990	1	1	1	7	30	990
RefSeq_NZ_CP070900.1	IncFII	136763	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP070963.1	IncFII	154497	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP070972.1	IncFII	106126	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP071081.1	IncFII	155851	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP071084.1	IncFII	63577	1.1.1.7.30.1041	1	1	1	7	30	1041
RefSeq_NZ_CP071254.1	IncFII	69776	1.1.1.7.30.1041	1	1	1	7	30	1041
RefSeq_NZ_CP071282.1	IncFII	166565	1.1.1.7.30.1280	1	1	1	7	30	1280
RefSeq_NZ_CP071438.1	IncFII	25037	1.1.1.7.30.126	1	1	1	7	30	126
RefSeq_NZ_CP071440.1	IncFII	98697	1.1.1.7.30.1085	1	1	1	7	30	1085
RefSeq_NZ_CP071687.1	IncFII	64327	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP071691.1	IncFII	64327	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP071694.1	IncFII	318041	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_CP071821.1	IncFII	172589	1.1.1.7.30.994	1	1	1	7	30	994
RefSeq_NZ_CP071824.1	IncFII	64683	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP071836.1	IncFII	190061	1.1.1.7.30.1369	1	1	1	7	30	1369
RefSeq_NZ_CP071909.1	IncFII	115434	1.1.1.7.30.915	1	1	1	7	30	915
RefSeq_NZ_CP071945.1	IncFII	74868	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_CP072201.1	IncFII	164334	1.1.1.7.30.1130	1	1	1	7	30	1130
RefSeq_NZ_CP072202.1	IncFII	95083	1.1.1.7.30.1019	1	1	1	7	30	1019
RefSeq_NZ_CP072404.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP072409.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP072414.1	IncFII	127805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP072423.1	IncFII	137142	1.1.1.7.30.1235	1	1	1	7	30	1235
RefSeq_NZ_CP072497.1	IncFII	125104	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP072557.1	IncFII	102746	1.1.1.7.30.1331	1	1	1	7	30	1331
RefSeq_NZ_CP072859.1	IncFII	116735	1.1.1.7.30.1339	1	1	1	7	30	1339
RefSeq_NZ_CP072907.1	IncFII	100944	1.1.1.7.30.1219	1	1	1	7	30	1219
RefSeq_NZ_CP072920.1	IncFII	81589	1.1.1.7.30.1009	1	1	1	7	30	1009
RefSeq_NZ_CP072982.1	IncFII	81323	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP073045.1	IncFII	145482	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP073303.1	IncFII	125619	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP073352.1	IncFII	80922	1.1.1.7.30.1335	1	1	1	7	30	1335
RefSeq_NZ_CP073374.1	IncFII	104361	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP073375.1	IncFII	87045	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP073379.1	IncFII	213917	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP073380.1	IncFII	162093	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP073628.1	IncFII	247177	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP073657.1	IncFII	170592	1.1.1.7.30.1298	1	1	1	7	30	1298
RefSeq_NZ_CP073773.1	IncFII	193176	1.1.1.7.30.1184	1	1	1	7	30	1184
RefSeq_NZ_CP073785.1	IncFII	115132	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP073789.1	IncFII	225831	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP073792.1	IncFII	155175	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP073908.1	IncFII	115662	1.1.1.7.30.1223	1	1	1	7	30	1223
RefSeq_NZ_CP073922.1	IncFII	131732	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP074093.1	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP074095.1	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP074097.1	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP074099.1	IncFII	93933	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP074152.1	IncFII	73531	1.1.1.7.30.530	1	1	1	7	30	530
RefSeq_NZ_CP074155.1	IncFII	69715	1.1.1.7.30.530	1	1	1	7	30	530
RefSeq_NZ_CP074157.1	IncFII	39849	1.1.1.7.30.1817	1	1	1	7	30	1817
RefSeq_NZ_CP074160.1	IncFII	191037	1.1.1.7.30.1855	1	1	1	7	30	1855
RefSeq_NZ_CP074183.1	IncFII	136413	1.1.1.7.30.1274	1	1	1	7	30	1274
RefSeq_NZ_CP074184.1	IncFII	129579	1.1.1.7.30.725	1	1	1	7	30	725
RefSeq_NZ_CP074186.1	IncFII	102491	1.1.1.7.30.1688	1	1	1	7	30	1688
RefSeq_NZ_CP074427.1	IncFII	70795	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP074430.1	IncFII	64327	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_CP074456.1	IncFII	114258	1.1.1.7.30.1283	1	1	1	7	30	1283
RefSeq_NZ_CP074524.1	IncFII	209959	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074529.1	IncFII	158574	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074530.1	IncFII	110787	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_CP074536.1	IncFII	212193	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074540.1	IncFII	157575	1.1.1.7.30.1192	1	1	1	7	30	1192
RefSeq_NZ_CP074542.1	IncFII	217630	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074554.1	IncFII	142024	1.1.1.7.30.1059	1	1	1	7	30	1059
RefSeq_NZ_CP074559.1	IncFII	308362	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074562.1	IncFII	321083	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074581.1	IncFII	137142	1.1.1.7.30.1235	1	1	1	7	30	1235
RefSeq_NZ_CP074662.1	IncFII	58711	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP074664.1	IncFII	93960	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP074678.1	IncFII	203030	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP074681.1	IncFII	158291	1.1.1.7.30.1336	1	1	1	7	30	1336
RefSeq_NZ_CP074703.1	IncFII	116496	1.1.1.7.30.1087	1	1	1	7	30	1087
RefSeq_NZ_CP075057.1	IncFII	108031	1.1.1.7.30.1342	1	1	1	7	30	1342
RefSeq_NZ_CP075111.1	IncFII	101510	1.1.1.7.30.1903	1	1	1	7	30	1903
RefSeq_NZ_CP075119.1	IncFII	61453	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP075121.1	IncFII	61453	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP075123.1	IncFII	61453	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_CP075131.1	IncFII	26158	1.1.1.7.30.119	1	1	1	7	30	119
RefSeq_NZ_CP075136.1	IncFII	26158	1.1.1.7.30.83	1	1	1	7	30	83
RefSeq_NZ_CP075142.1	IncFII	75400	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_CP075253.1	IncFII	180602	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075264.1	IncFII	181365	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075272.1	IncFII	181602	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075277.1	IncFII	214082	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP075278.1	IncFII	75411	1.1.1.7.30.1121	1	1	1	7	30	1121
RefSeq_NZ_CP075288.1	IncFII	233263	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP075292.1	IncFII	180623	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075297.1	IncFII	181601	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075304.1	IncFII	181344	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075309.1	IncFII	153680	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075310.1	IncFII	122086	1.1.1.7.30.1264	1	1	1	7	30	1264
RefSeq_NZ_CP075318.1	IncFII	105939	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP075347.1	IncFII	60421	1.1.1.7.30.1924	1	1	1	7	30	1924
RefSeq_NZ_CP075453.1	IncFII	181365	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075458.1	IncFII	180315	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075483.1	IncFII	76891	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP075549.1	IncFII	181365	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP075553.1	IncFII	214082	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP075554.1	IncFII	75824	1.1.1.7.30.1121	1	1	1	7	30	1121
RefSeq_NZ_CP075592.1	IncFII	182204	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP075633.1	IncFII	120601	1.1.1.7.30.856	1	1	1	7	30	856
RefSeq_NZ_CP075667.1	IncFII	48758	1.1.1.7.30.1765	1	1	1	7	30	1765
RefSeq_NZ_CP075888.1	IncFII	70940	1.1.1.7.30.1659	1	1	1	7	30	1659
RefSeq_NZ_CP075891.1	IncFII	187495	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP075892.1	IncFII	97674	1.1.1.7.30.1237	1	1	1	7	30	1237
RefSeq_NZ_CP076032.1	IncFII	145073	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP076034.1	IncFII	95351	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP076057.1	IncFII	120656	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP076107.1	IncFII	241766	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP076108.1	IncFII	153275	1.1.1.7.30.1218	1	1	1	7	30	1218
RefSeq_NZ_CP076112.1	IncFII	153283	1.1.1.7.30.1218	1	1	1	7	30	1218
RefSeq_NZ_CP076236.1	IncFII	94567	1.1.1.7.30.485	1	1	1	7	30	485
RefSeq_NZ_CP076244.1	IncFII	94595	1.1.1.7.30.499	1	1	1	7	30	499
RefSeq_NZ_CP076260.1	IncFII	89049	1.1.1.7.30.907	1	1	1	7	30	907
RefSeq_NZ_CP076269.1	IncFII	88268	1.1.1.7.30.1753	1	1	1	7	30	1753
RefSeq_NZ_CP076273.1	IncFII	88425	1.1.1.7.30.907	1	1	1	7	30	907
RefSeq_NZ_CP076345.1	IncFII	101018	1.1.1.7.30.1343	1	1	1	7	30	1343
RefSeq_NZ_CP076454.1	IncFII	162330	1.1.1.7.30.1130	1	1	1	7	30	1130
RefSeq_NZ_CP076455.1	IncFII	92566	1.1.1.7.30.1019	1	1	1	7	30	1019
RefSeq_NZ_CP076519.1	IncFII	247566	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP076529.1	IncFII	67321	1.1.1.7.30.769	1	1	1	7	30	769
RefSeq_NZ_CP076554.1	IncFII	123686	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP076694.1	IncFII	146805	1.1.1.7.30.1493	1	1	1	7	30	1493
RefSeq_NZ_CP076699.1	IncFII	102381	1.1.1.7.30.896	1	1	1	7	30	896
RefSeq_NZ_CP077212.1	IncFII	199566	1.1.1.7.30.1184	1	1	1	7	30	1184
RefSeq_NZ_CP077280.1	IncFII	151573	1.1.1.7.30.1079	1	1	1	7	30	1079
RefSeq_NZ_CP077408.1	IncFII	151584	1.1.1.7.30.321	1	1	1	7	30	321
RefSeq_NZ_CP077412.1	IncFII	118412	1.1.1.7.30.1691	1	1	1	7	30	1691
