plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
LC623882.1	repPae_small	100.0	42060	1.1.3.42.4617.10621	1	1	3	42	4617	10621	0.011226	NZ_CP065413.1	reference
LC623883.1	repPae_small	100.0	41831	1.1.3.42.4618.10622	1	1	3	42	4618	10622	0.011246	NZ_CP065413.1	reference
LC623884.1	repPae_large	70.9	64795	1.1.3.42.138.10623	1	1	3	42	138	10623	0.003229	NZ_MH053445.1	reference
LC623885.1	repPae_large	54.6	39677	1.1.3.42.4619.10624	1	1	3	42	4619	10624	0.010311	NZ_CP065413.1	reference
LC623886.1	repPae_small	100.0	42059	1.1.3.42.4620.10625	1	1	3	42	4620	10625	0.011315	NZ_CP065413.1	reference
LC623887.1	repPae_small	100.0	42059	1.1.3.42.4621.10626	1	1	3	42	4621	10626	0.011315	NZ_CP065413.1	reference
LC623888.1	repPae_small	100.0	41022	1.1.3.42.4622.10627	1	1	3	42	4622	10627	0.011456	NZ_CP065413.1	reference
LC623889.1	IncN	39.2	42885	1.1.3.42.4623.10628	1	1	3	42	4623	10628	0.01962	NZ_OQ362291.1	reference
LC623890.1	repPae_small	100.0	52432	1.1.3.42.139.10629	1	1	3	42	139	10629	0.009461	NZ_CP096935.1	reference
LC623891.1	repPae_large	57.2	41504	1.1.3.42.4624.10630	1	1	3	42	4624	10630	0.01148	NZ_CP065413.1	reference
LC623892.1	IncN	57.7	53339	1.1.3.42.4625.10631	1	1	3	42	4625	10631	0.011935	NZ_MH594478.1	reference
LC623893.1	repPae_large	56.4	41168	1.1.3.42.4626.10632	1	1	3	42	4626	10632	0.010526	NZ_CP065413.1	reference
LC623894.1	IncN	60.9	69454	1.1.3.42.150.10633	1	1	3	42	150	10633	0.006859	RefSeq_NZ_CP047737.1	reference
LC623895.1	IncN	40.1	74115	1.1.3.42.150.10634	1	1	3	42	150	10634	0.007926	NZ_CP150623.1	reference
LC623896.1	repPae_large	80.4	56363	1.1.3.42.138.10635	1	1	3	42	138	10635	0.001758	NZ_MH053445.1	reference
LC623897.1	repPae_large	82.4	38628	1.1.3.42.138.10636	1	1	3	42	138	10636	0.001862	NZ_CP199822.1	reference
LC623898.1	repPae_large	81.3	52178	1.1.3.42.138.10637	1	1	3	42	138	10637	0.001615	NZ_CP199822.1	reference
LC623899.1	repPae_large	56.5	40940	1.1.3.42.4627.10638	1	1	3	42	4627	10638	0.01059	NZ_CP065413.1	reference
LC623900.1	repPae_small	77.8	64346	1.1.3.42.138.10639	1	1	3	42	138	10639	0.008063	NZ_MH053445.1	reference
LC623901.1	repPae_large	60.9	68925	1.1.3.42.138.10640	1	1	3	42	138	10640	0.00705	NZ_MH053445.1	reference
LC623902.1	repPae_small	100.0	47983	1.1.3.42.139.10641	1	1	3	42	139	10641	0.009271	NZ_CP096935.1	reference
LC623903.1	repPae_large	85.5	51612	1.1.3.42.138.10642	1	1	3	42	138	10642	0.001102	NZ_CP199822.1	reference
LC623904.1	repPae_large	57.4	41117	1.1.3.42.4628.10643	1	1	3	42	4628	10643	0.010945	NZ_CP065413.1	reference
LC623905.1	repPae_small	100.0	42291	1.1.3.42.4629.10644	1	1	3	42	4629	10644	0.010786	NZ_CP065413.1	reference
LC623906.1	repPae_small	100.0	42497	1.1.3.3064.4630.10645	1	1	3	3064	4630	10645	0.033835	NZ_CP065413.1	reference
LC623907.1	repPae_small	100.0	42189	1.1.3.42.4631.10646	1	1	3	42	4631	10646	0.012453	NZ_CP065413.1	reference
LC623908.1	repPae_small	100.0	41611	1.1.3.42.4632.10647	1	1	3	42	4632	10647	0.011086	NZ_CP065413.1	reference
LC623909.1	repPae_small	100.0	41972	1.1.3.42.4633.10648	1	1	3	42	4633	10648	0.010444	NZ_CP065413.1	reference
LC623910.1	repPae_large	61.0	42722	1.1.3.42.138.10649	1	1	3	42	138	10649	0.005092	NZ_CP199825.1	reference
LC623911.1	repPae_large	37.1	69067	1.1.3.42.150.10650	1	1	3	42	150	10650	0.009421	NZ_OQ362291.1	reference
LC623912.1	repPae_small	100.0	41954	1.1.3.42.4634.10651	1	1	3	42	4634	10651	0.010503	NZ_CP065413.1	reference
LC623913.1	repPae_large	80.6	58771	1.1.3.42.138.10652	1	1	3	42	138	10652	0.001755	NZ_CP199822.1	reference
LC623914.1	repPae_large	85.8	60124	1.1.3.42.138.10653	1	1	3	42	138	10653	0.001246	NZ_MH053445.1	reference
LC623915.1	repPae_large	61.5	51488	1.1.3.42.138.10654	1	1	3	42	138	10654	0.002013	NZ_CP199825.1	reference
LC623916.1	repPae_small	100.0	42850	1.1.3.42.4635.10655	1	1	3	42	4635	10655	0.010941	NZ_CP065413.1	reference
LC623917.1	repPae_small	42.1	43728	1.1.3.42.4636.10656	1	1	3	42	4636	10656	0.015486	NZ_MK047610.1	reference
LC623918.1	repPae_small	100.0	44255	1.1.3.42.4637.10657	1	1	3	42	4637	10657	0.010758	NZ_CP065413.1	reference
LC623919.1	repPae_small	100.0	64506	1.1.3.42.139.10658	1	1	3	42	139	10658	0.009483	NZ_MZ581331.1	reference
LC623920.1	repPae_small	100.0	42027	1.1.3.42.4638.10659	1	1	3	42	4638	10659	0.011214	NZ_CP065413.1	reference
LC623921.1	repPae_large	57.4	40648	1.1.3.42.4639.10660	1	1	3	42	4639	10660	0.011121	NZ_CP065413.1	reference
LC623922.1	repPae_small	100.0	42530	1.1.3.42.4640.10661	1	1	3	42	4640	10661	0.012391	NZ_MF141039.1	reference
LC623923.1	repPae_large	56.4	41237	1.1.3.42.4641.10662	1	1	3	42	4641	10662	0.01062	NZ_CP065413.1	reference
LC623924.1	repPae_large	54.7	55596	1.1.3.42.138.10663	1	1	3	42	138	10663	0.00307	NZ_CP199825.1	reference
LC623925.1	repPae_small	100.0	45846	1.1.3.42.4642.10664	1	1	3	42	4642	10664	0.012228	NZ_CP096935.1	reference
LC623926.1	repPae_small	100.0	42060	1.1.3.42.4643.10665	1	1	3	42	4643	10665	0.011226	NZ_CP065413.1	reference
LC623927.1	repPae_large	80.4	53186	1.1.3.42.138.10666	1	1	3	42	138	10666	0.001194	NZ_CP199822.1	reference
LC623928.1	repPae_small	100.0	46366	1.1.3.42.4644.10667	1	1	3	42	4644	10667	0.011942	NZ_CP096938.1	reference
LC623929.1	repPae_large	100.0	49370	1.1.3.42.4645.10668	1	1	3	42	4645	10668	0.011586	NZ_MH734334.1	reference
LC623930.1	repPae_small	82.5	41020	1.1.3.3065.4646.10669	1	1	3	3065	4646	10669	0.031774	NZ_CP065413.1	reference
LC623931.1	repPae_large	86.1	57620	1.1.3.42.138.10670	1	1	3	42	138	10670	0.001106	NZ_CP199822.1	reference
LC623932.1	repPae_large	56.5	40940	1.1.3.42.4647.10671	1	1	3	42	4647	10671	0.01059	NZ_CP065413.1	reference
LC623933.1	IncFII	100.0	129459	1.1.3.42.150.10672	1	1	3	42	150	10672	0.001669	RefSeq_NZ_AP025012.1	reference
LC635857.1	IncFII	71.2	94680	1.1.3.42.150.10673	1	1	3	42	150	10673	0.002014	RefSeq_NZ_KM877517.1	reference
LC653116.1	repPae_large	100.0	370989	1.1.3.42.146.582	1	1	3	42	146	582	0.000227	NZ_CP096963.1	reference
LC663721.1	repPae_small	100.0	37561	1.1.3.42.70.91	1	1	3	42	70	91	0.000444	NZ_CP020602.1	reference
LC663722.1	IncAC2	76.9	149764	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000384	NZ_AP026526.1	reference
LC663723.1	repPae_small	100.0	16094	1.1.3.42.4648.10674	1	1	3	42	4648	10674	0.01504	NZ_KP873172.1	reference
LC663724.1	IncFII	100.0	4529	1.1.3.3066.4649.10675	1	1	3	3066	4649	10675	0.033623	RefSeq_NZ_MT810370.1	reference
LC663725.1	IncX1	100.0	2292	1.1.923.3067.4650.10676	1	1	923	3067	4650	10676	0.056977	RefSeq_NZ_VUJD01000022.1	reference
LC663726.1	IncN	100.0	55403	1.1.3.42.150.1286	1	1	3	42	150	1286	0.000209	RefSeq_NZ_CP048699.1	reference
LC663727.1	IncN	100.0	39426	1.1.3.42.150.10677	1	1	3	42	150	10677	0.00108	RefSeq_NZ_CP047744.1	reference
LC663728.1	IncN	100.0	49079	1.1.3.42.150.1282	1	1	3	42	150	1282	0.000702	RefSeq_NZ_AP027405.1	reference
LC663729.1	IncN	100.0	67562	1.1.3.42.150.10678	1	1	3	42	150	10678	0.001597	RefSeq_NZ_CP136826.1	reference
LC663730.1	IncN	100.0	55403	1.1.3.42.150.1286	1	1	3	42	150	1286	0.000209	RefSeq_NZ_CP048699.1	reference
LC663731.1	IncX1	41.5	102738	1.1.3.42.150.10679	1	1	3	42	150	10679	0.001093	RefSeq_NZ_KT990220.1	reference
LC663732.1	IncX4	100.0	29615	1.1.3.42.150.10680	1	1	3	42	150	10680	0.001434	NZ_CP134383.1	reference
LC663733.1	IncFII	100.0	3992	1.1.3.3068.4651.10681	1	1	3	3068	4651	10681	0.04166	RefSeq_NZ_MT810370.1	reference
LC663734.1	IncFII	100.0	3992	1.1.3.3069.4652.10682	1	1	3	3069	4652	10682	0.04165	RefSeq_NZ_MT810370.1	reference
LC663735.1	IncX1	100.0	9531	1.1.3.3070.4653.10683	1	1	3	3070	4653	10683	0.020161	RefSeq_NZ_MW390550.1	reference
LC663736.1	repPae_large	100.0	76174	1.1.3.42.146.10684	1	1	3	42	146	10684	0.001934	NZ_LC586267.2	reference
LC663737.1	repPae_large	100.0	72614	1.1.3.42.146.10685	1	1	3	42	146	10685	0.002053	NZ_LC586262.1	reference
LC663738.1	repPae_large	100.0	72614	1.1.3.42.146.10686	1	1	3	42	146	10686	0.002024	NZ_LC586262.1	reference
LC663739.1	repPae_large	100.0	72614	1.1.3.42.146.10687	1	1	3	42	146	10687	0.002053	NZ_LC586262.1	reference
LC663740.1	repPae_large	100.0	72614	1.1.3.42.146.10688	1	1	3	42	146	10688	0.002053	NZ_LC586262.1	reference
LC685026.1	repPae_large	100.0	179007	1.1.3.42.146.591	1	1	3	42	146	591	0.000251	NZ_CP095771.1	reference
LC685027.1	repPae_large	100.0	267599	1.1.3.42.146.10689	1	1	3	42	146	10689	0.002989	NZ_MN894888.1	reference
LC685593.1	repPae_large	100.0	67303	1.1.3.42.146.10690	1	1	3	42	146	10690	0.001803	NZ_CP086065.1	reference
LC700336.1	repPae_large	60.2	55149	1.1.3.42.146.10691	1	1	3	42	146	10691	0.001572	NZ_CP195022.1	reference
LC709173.1	IncI2	100.0	60727	1.1.3.42.150.623	1	1	3	42	150	623	0.000335	NZ_CP075719.1	reference
LC711081.1	repSA_large	100.0	84417	1.1.3.42.4654.10692	1	1	3	42	4654	10692	0.019538	NC_010279.1	reference
LC711082.1	repEF_conj	100.0	8776	1.1.3.3071.4655.10693	1	1	3	3071	4655	10693	0.033952	NZ_AP018540.1	reference
LC711084.1	repEF_conj	100.0	8776	1.1.3.3072.4656.10694	1	1	3	3072	4656	10694	0.033657	NZ_AP018540.1	reference
LC712329.1	IncI2	100.0	60727	1.1.3.42.150.623	1	1	3	42	150	623	0.000359	NZ_CP075719.1	reference
LC712384.1	IncI2	100.0	60727	1.1.3.42.150.623	1	1	3	42	150	623	0.000271	NZ_CP075719.1	reference
LC716358.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	0.0	NZ_CP099447.1	reference
LC720959.1	IncN	100.0	49758	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC720959.1	reference
LC720960.1	IncN	100.0	50134	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC720960.1	reference
LC732581.1	repAci_large	100.0	41135	1.1.3.42.117.191	1	1	3	42	117	191	9e-06	NZ_CP045130.1	reference
LC735978.1	repPae_large	41.2	55158	1.1.3.42.146.10695	1	1	3	42	146	10695	0.009098	NZ_CP095924.1	reference
LC735979.1	repPae_small	100.0	25677	1.1.3.42.4657.10696	1	1	3	42	4657	10696	0.013899	NC_022346.1	reference
LC735980.1	repPae_small	100.0	29223	1.1.3.42.146.10697	1	1	3	42	146	10697	0.006104	NC_022346.1	reference
LC735981.1	IncFII	100.0	177586	1.1.3.42.150.10698	1	1	3	42	150	10698	0.001625	RefSeq_NZ_CP135499.1	reference
LC735982.1	repPae_small	100.0	38164	1.1.3.42.146.10699	1	1	3	42	146	10699	0.002377	NZ_PV920366.1	reference
LC735983.1	IncFII	59.4	131855	1.1.3.42.150.10700	1	1	3	42	150	10700	0.003864	RefSeq_NZ_CP032395.1	reference
LC735984.1	IncN	58.9	297818	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000947	NZ_LN794248.1	reference
LC735985.1	IncFII	100.0	69124	1.1.3.42.150.10701	1	1	3	42	150	10701	0.002969	RefSeq_NC_021502.1	reference
LC744433.1	IncFII	100.0	89074	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000354	NZ_CP058942.1	reference
LC744434.1	IncFII	100.0	85235	1.1.3.42.150.1993	1	1	3	42	150	1993	0.00066	CP058801.1	reference
LC744435.1	IncFII	100.0	101237	1.1.3.42.150.10702	1	1	3	42	150	10702	0.001146	RefSeq_NZ_MF156713.1	reference
LC744436.1	IncFII	82.5	81181	1.1.3.42.150.10703	1	1	3	42	150	10703	0.001371	NZ_CP064022.1	reference
LC744437.1	IncX3	100.0	45649	1.1.3.42.150.1011	1	1	3	42	150	1011	4.3e-05	NZ_KU761328.1	reference
LC744438.1	IncAC2	47.6	157433	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000496	CP035908.1	reference
LC744439.1	IncFII	100.0	81989	1.1.3.42.150.10704	1	1	3	42	150	10704	0.001077	NZ_CP064022.1	reference
LC744440.1	IncFII	100.0	94240	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000155	NZ_CP058942.1	reference
LC744441.1	IncHI2	82.5	289704	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000165	NZ_LN794248.1	reference
LC744442.1	repPae_small	41.1	10494	1.1.3.42.4658.10705	1	1	3	42	4658	10705	0.016376	NZ_MK047610.1	reference
LC744443.1	IncFII	100.0	94657	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000137	NZ_CP058942.1	reference
LC744444.1	IncFII	100.0	136072	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000165	RefSeq_NZ_CP103530.1	reference
LC744445.1	IncC	63.3	187175	1.1.3.42.150.10706	1	1	3	42	150	10706	0.001021	NZ_CP040024.1	reference
LC744446.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	1e-06	NZ_CP099447.1	reference
LC744447.1	IncFII	100.0	81171	1.1.3.42.150.10707	1	1	3	42	150	10707	0.001072	NZ_CP064022.1	reference
LC744448.1	IncN	52.5	257396	1.1.3.42.150.1393	1	1	3	42	150	1393	0.000351	NZ_CP059469.1	reference
LC744449.1	IncFII	100.0	94597	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000145	NZ_CP058942.1	reference
LC744450.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000147	RefSeq_NZ_CP103530.1	reference
LC744451.1	IncFII	100.0	103018	1.1.3.42.150.10708	1	1	3	42	150	10708	0.001086	CP058801.1	reference
LC744452.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000148	RefSeq_NZ_CP103530.1	reference
LC744453.1	IncFII	100.0	102071	1.1.3.42.150.10709	1	1	3	42	150	10709	0.00112	NZ_CP122472.1	reference
LC744454.1	IncC	43.3	198096	1.1.3.42.150.10710	1	1	3	42	150	10710	0.001216	NZ_CP040024.1	reference
LC744455.1	IncFII	100.0	132545	1.1.3.42.150.2020	1	1	3	42	150	2020	5.6e-05	RefSeq_NZ_CP103530.1	reference
LC744456.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000147	RefSeq_NZ_CP103530.1	reference
LC744457.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000148	RefSeq_NZ_CP103530.1	reference
LC744458.1	IncFII	100.0	92955	1.1.3.42.150.10711	1	1	3	42	150	10711	0.001135	NZ_CP064022.1	reference
LC744459.1	repPae_small	41.1	10494	1.1.3.42.4659.10712	1	1	3	42	4659	10712	0.016389	NZ_MK047610.1	reference
LC744460.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	2e-06	NZ_KU761328.1	reference
LC744461.1	IncFII	100.0	136881	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000151	RefSeq_NZ_CP103530.1	reference
LC744462.1	IncFII	100.0	136876	1.1.3.42.150.2020	1	1	3	42	150	2020	0.00015	RefSeq_NZ_CP103530.1	reference
LC744463.1	IncFII	100.0	87640	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000402	CP058801.1	reference
LC744464.1	IncFII	80.4	62441	1.1.3.42.150.10713	1	1	3	42	150	10713	0.003032	RefSeq_NZ_MH454107.1	reference
LC744465.1	IncFII	100.0	96875	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000194	NZ_CP058942.1	reference
LC744466.1	IncFII	100.0	84746	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000696	CP058801.1	reference
LC744467.1	IncFII	100.0	94589	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000165	NZ_CP058942.1	reference
LC744468.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000147	RefSeq_NZ_CP103530.1	reference
LC744469.1	IncFII	100.0	171046	1.1.3.42.150.10714	1	1	3	42	150	10714	0.001115	RefSeq_NZ_CP081307.1	reference
LC744470.1	IncFII	100.0	94559	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000161	NZ_CP058942.1	reference
LC744471.1	IncHI2	64.7	309095	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000263	CP052871.1	reference
LC744472.1	IncFII	100.0	102062	1.1.3.42.150.10715	1	1	3	42	150	10715	0.001119	NZ_CP122472.1	reference
LC744473.1	IncFII	100.0	94550	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000161	NZ_CP058942.1	reference
LC744474.1	IncN	59.8	10687	1.1.3.42.4660.10716	1	1	3	42	4660	10716	0.016904	NZ_MK047610.1	reference
LC744475.1	IncFII	100.0	94355	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000143	NZ_CP058942.1	reference
LC744476.1	repPae_small	41.1	10494	1.1.3.42.4661.10717	1	1	3	42	4661	10717	0.016389	NZ_MK047610.1	reference
LC744477.1	IncFII	100.0	146927	1.1.3.42.150.1969	1	1	3	42	150	1969	0.000827	RefSeq_NZ_CP069974.1	reference
LC744478.1	IncX3	100.0	45981	1.1.3.42.150.1011	1	1	3	42	150	1011	1.2e-05	NZ_KU761328.1	reference
LC744479.1	IncFII	100.0	146089	1.1.3.42.150.1969	1	1	3	42	150	1969	0.000854	RefSeq_NZ_CP069974.1	reference
LC744480.1	IncFII	100.0	94532	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000166	NZ_CP058942.1	reference
LC744481.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	2e-06	NZ_CP099447.1	reference
LC744482.1	IncX3	100.0	45661	1.1.3.42.150.1011	1	1	3	42	150	1011	4.1e-05	NZ_CP099447.1	reference
LC744483.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000147	RefSeq_NZ_CP103530.1	reference
LC744484.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	1e-06	NZ_KU761328.1	reference
LC744485.1	IncFII	100.0	82937	1.1.3.42.150.10718	1	1	3	42	150	10718	0.001066	NZ_CP064022.1	reference
LC744486.1	IncFII	100.0	151402	1.1.3.42.150.2018	1	1	3	42	150	2018	0.000665	RefSeq_NC_010558.1	reference
LC744487.1	IncFII	100.0	94604	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000151	NZ_CP058942.1	reference
LC744488.1	IncFII	100.0	94496	1.1.3.42.150.1993	1	1	3	42	150	1993	0.00018	NZ_CP058942.1	reference
LC744489.1	IncHI2	71.2	287670	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000158	NZ_LN794248.1	reference
LC744490.1	IncN	61.2	13652	1.1.3.42.4662.10719	1	1	3	42	4662	10719	0.013088	RefSeq_NZ_CP070535.1	reference
LC744491.1	IncFII	100.0	94559	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000159	NZ_CP058942.1	reference
LC744492.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	1e-06	NZ_KU761328.1	reference
LC744493.1	IncHI2	82.5	289689	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000164	NZ_LN794248.1	reference
LC744494.1	IncC	42.4	190781	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000872	NZ_CP040024.1	reference
LC744495.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	1e-06	NZ_KU761328.1	reference
LC744496.1	IncFII	100.0	110529	1.1.3.42.150.10720	1	1	3	42	150	10720	0.001121	RefSeq_NZ_CP080372.1	reference
LC744497.1	IncFII	100.0	94588	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000148	NZ_CP058942.1	reference
LC744498.1	IncFII	100.0	93650	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000507	CP058801.1	reference
LC744499.1	IncFII	100.0	160405	1.1.3.42.150.2018	1	1	3	42	150	2018	0.000946	RefSeq_NZ_CP023378.1	reference
LC744500.1	IncHI2	82.7	289686	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000165	NZ_LN794248.1	reference
LC744501.1	IncN	39.7	10494	1.1.3.42.4663.10721	1	1	3	42	4663	10721	0.018484	NZ_OX638703.1	reference
LC744502.1	IncC	45.3	177143	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000609	NZ_CP040039.1	reference
LC744503.1	IncFII	100.0	193980	1.1.3.42.150.10722	1	1	3	42	150	10722	0.001702	RefSeq_NZ_CP023923.1	reference
LC744504.1	IncHI2	55.2	383133	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000559	RefSeq_NZ_MZ750395.1	reference
LC744505.1	repPae_small	41.1	10494	1.1.3.42.4664.10723	1	1	3	42	4664	10723	0.016358	NZ_MK047610.1	reference
LC744506.1	IncX3	100.0	48742	1.1.3.42.150.1011	1	1	3	42	150	1011	0.000599	NZ_CP122474.1	reference
LC744507.1	IncX3	100.0	48742	1.1.3.42.150.1011	1	1	3	42	150	1011	0.000599	NZ_CP122474.1	reference
LC744508.1	IncX3	100.0	45661	1.1.3.42.150.1011	1	1	3	42	150	1011	4.1e-05	NZ_CP099447.1	reference
LC744509.1	IncX3	100.0	46158	1.1.3.42.150.1011	1	1	3	42	150	1011	2e-06	NZ_KU761328.1	reference
LC744510.1	repPae_small	41.0	10494	1.1.3.42.4665.10724	1	1	3	42	4665	10724	0.016421	NZ_MK047610.1	reference
LC744511.1	IncX3	100.0	48643	1.1.3.42.150.1011	1	1	3	42	150	1011	0.0007	NZ_CP122474.1	reference
LC744512.1	IncFII	100.0	94624	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000139	NZ_CP058942.1	reference
LC744513.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	2e-06	NZ_KU761328.1	reference
LC744514.1	IncC	46.8	187125	1.1.3.42.150.1028	1	1	3	42	150	1028	0.000863	NZ_CP040024.1	reference
LC744515.1	IncFII	100.0	94651	1.1.3.42.150.1993	1	1	3	42	150	1993	0.000135	NZ_CP058942.1	reference
LC744516.1	IncFII	100.0	136946	1.1.3.42.150.2020	1	1	3	42	150	2020	0.000148	RefSeq_NZ_CP103530.1	reference
LC744564.1	repSA_large	100.0	42576	1.1.3.42.118.10725	1	1	3	42	118	10725	0.002084	NZ_CP151148.1	reference
LC745731.1	repPae_large	61.0	17093	1.1.3.42.4666.10726	1	1	3	42	4666	10726	0.01628	NZ_OX638703.1	reference
LC746219.1	IncFII	100.0	76493	1.1.3.42.150.10727	1	1	3	42	150	10727	0.00343	RefSeq_NC_021502.1	reference
LC746220.1	IncFII	100.0	145941	1.1.3.42.150.1897	1	1	3	42	150	1897	0.000937	RefSeq_NZ_CP113905.1	reference
LC746221.1	IncN	100.0	50954	1.1.3.42.150.1282	1	1	3	42	150	1282	9e-06	RefSeq_NZ_CP027050.1	reference
LC746222.1	repPae_small	100.0	57553	1.1.3.42.4667.10728	1	1	3	42	4667	10728	0.011198	NZ_MZ581331.1	reference
LC746223.1	repPae_small	100.0	51522	1.1.3.42.139.10729	1	1	3	42	139	10729	0.00932	NZ_CP096935.1	reference
LC746224.1	repPae_small	100.0	77135	1.1.3.42.139.10730	1	1	3	42	139	10730	0.007797	NZ_CP123896.1	reference
LC746225.1	repPae_small	100.0	71660	1.1.3.42.139.10731	1	1	3	42	139	10731	0.008235	NZ_CP123896.1	reference
LC746226.1	repPae_small	100.0	63385	1.1.3.42.4668.10732	1	1	3	42	4668	10732	0.010557	NZ_CP096935.1	reference
LC746227.1	repPae_small	100.0	57862	1.1.3.42.4669.10733	1	1	3	42	4669	10733	0.010378	NZ_CP096935.1	reference
LC755502.1	repSA_large	100.0	52653	1.1.3.42.118.10734	1	1	3	42	118	10734	0.00291	NZ_CP151148.1	reference
LC756921.1	repSA_large	100.0	55895	1.1.3.42.118.10735	1	1	3	42	118	10735	0.001925	NZ_MH587574.1	reference
LC757492.1	repSA_large	100.0	41897	1.1.3.42.118.236	1	1	3	42	118	236	0.000587	NC_013325.1	reference
LC757832.1	repSA_large	100.0	45096	1.1.3.42.118.234	1	1	3	42	118	234	0.000886	NC_010279.1	reference
LC763831.1	IncFII	100.0	73205	1.1.3.42.150.10736	1	1	3	42	150	10736	0.001479	RefSeq_NZ_AP018140.1	reference
LC763832.1	IncI2	100.0	61259	1.1.3.42.150.623	1	1	3	42	150	623	0.000312	NZ_CP075719.1	reference
LC763833.1	IncFII	100.0	66397	1.1.3.42.150.10737	1	1	3	42	150	10737	0.001726	RefSeq_NZ_OP038284.1	reference
LC765516.1	IncFII	100.0	219748	1.1.3.42.150.10738	1	1	3	42	150	10738	0.001134	RefSeq_NZ_CP083045.1	reference
LC765517.1	IncFII	100.0	313230	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000788	RefSeq_NZ_CP047337.1	reference
LC765518.1	IncFII	100.0	80659	1.1.3.42.150.10739	1	1	3	42	150	10739	0.004093	RefSeq_NZ_MT265678.1	reference
LC768798.1	repSA_large	100.0	19397	1.1.3.42.118.10740	1	1	3	42	118	10740	0.006898	NC_018952.1	reference
LC771430.1	repAci_large	100.0	51560	1.1.3.42.118.10741	1	1	3	42	118	10741	0.001451	NZ_CP027532.1	reference
LC771431.1	repAci_large	100.0	42372	1.1.3.42.118.194	1	1	3	42	118	194	0.0001	NZ_CP027532.1	reference
LC771582.1	IncN	100.0	51776	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC771582.1	reference
LC771583.1	IncN	100.0	51787	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC771583.1	reference
LC771584.1	IncN	100.0	51117	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC771584.1	reference
LC771585.1	IncN	100.0	49458	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC771585.1	reference
LC771586.1	IncN	100.0	103545	1.1.3.42.150.1108	1	1	3	42	150	1108	0.0	LC771586.1	reference
LC771587.1	IncN	100.0	50951	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	LC771587.1	reference
LC777725.1	repEF_res	58.5	10913	1.1.3.42.4670.10742	1	1	3	42	4670	10742	0.013377	NZ_CP082953.1	reference
