plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	source	inc_secondary	is_novel
NZ_CP133899.1	IncC	0.4023	18488	1.3.5.31.43.73	1	3	5	31	43	73	reference	IncA(0.40)	False
CP137447.1	IncC	0.5377	185591	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.27)	False
CP137451.1	IncC	0.5077	188036	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.29)	False
AP027718.1	IncC	0.4024	6413	1.3.17.49.63.94	1	3	17	49	63	94	reference		False
AP028979.1	IncC	0.6014	141469	1.3.5.14.22.52	1	3	5	14	22	52	reference		False
CP136914.1	IncC	0.5378	185591	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.27)	False
CP136911.1	IncC	0.5376	185586	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.27)	False
NZ_CP134037.1	IncC	0.9433	155878	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP134000.1	IncC	0.9447	155901	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP134042.1	IncC	0.6964	164804	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.30)	False
NZ_CP133877.1	IncC	0.9658	176335	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP133884.1	IncC	0.9991	155929	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
CP128432.1	IncC	0.6305	104565	1.3.5.14.24.54	1	3	5	14	24	54	reference		False
NZ_CP122535.1	IncC	0.5998	1630	1.3.10.38.50.80	1	3	10	38	50	80	reference	IncA(0.40)	False
CP134892.1	IncC	0.4244	137050	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.41)	False
OY726058.1	IncC	0.4023	1635	1.3.16.48.62.93	1	3	16	48	62	93	reference	IncAC2(0.40)	False
OY726055.1	IncC	0.4019	1875	1.3.12.44.58.89	1	3	12	44	58	89	reference	IncFII(0.40)	False
OY725862.1	IncC	0.6049	5558	1.3.11.42.56.87	1	3	11	42	56	87	reference		False
NZ_CP133339.1	IncC	0.4477	147899	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.42)	False
NZ_CP065118.1	IncC	0.9635	176705	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP132712.1	IncC	0.4	171924	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.37)	False
NZ_CP132656.1	IncC	0.6129	67166	1.3.5.14.22.41	1	3	5	14	22	41	reference		False
NZ_OQ622007.1	IncC	0.4177	136258	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
AP028575.1	IncC	0.6122	145494	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_CP130455.1	IncC	0.8023	36404	1.3.6.34.46.76	1	3	6	34	46	76	reference		False
NZ_CP129795.1	IncC	0.5328	184336	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.47)	False
NZ_CP129805.1	IncC	0.8837	157907	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP129782.1	IncC	0.9999	176350	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP129719.1	IncC	1.0	176320	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP129827.1	IncC	0.6798	116223	1.3.5.14.22.39	1	3	5	14	22	39	reference	IncAC2(0.32)	False
NZ_CP129815.1	IncC	0.7157	146394	1.3.5.14.22.31	1	3	5	14	22	31	reference		False
NZ_CP129746.1	IncC	0.6693	148704	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.33)	False
NZ_CP129708.1	IncC	0.6768	143797	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.32)	False
NZ_CP129752.1	IncC	0.7836	151938	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP129778.1	IncC	0.9999	176345	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_AP028043.1	IncC	0.6874	172011	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.31)	False
NZ_AP028052.1	IncC	0.8421	174343	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_AP028048.1	IncC	0.8421	174343	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_OQ750828.1	IncC	0.4629	141594	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_CP125944.1	IncC	0.6101	3459	1.3.9.37.49.79	1	3	9	37	49	79	reference		False
CP096870.1	IncC	0.5972	4193	2.6.28.60.74.105	2	6	28	60	74	105	reference	IncAC2(0.40)	False
NZ_AP024348.1	IncC	0.6721	92251	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.33)	False
NZ_AP027057.1	IncC	0.4031	148919	1.3.5.14.20.23	1	3	5	14	20	23	reference		False
CP124773.1	IncC	0.4036	8134	1.3.15.47.61.92	1	3	15	47	61	92	reference	IncN(0.40)	False
NZ_CP122581.1	IncC	0.9663	176344	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP122569.1	IncC	0.9555	177113	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP155645.1	IncC	0.8455	174899	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP132349.1	IncC	0.6263	7646	1.3.5.33.45.75	1	3	5	33	45	75	reference		False
NZ_CP154911.1	IncC	0.4042	5950	1.3.11.41.55.86	1	3	11	41	55	86	reference		False
NZ_CP154894.1	IncC	0.6	5431	1.3.11.41.54.84	1	3	11	41	54	84	reference	IncA(0.40)	False
NZ_CP131908.1	IncC	0.9997	176347	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP131692.1	IncC	0.7525	184236	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP145308.1	IncC	0.5961	24371	1.3.5.13.13.14	1	3	5	13	13	14	reference		False
NZ_CP148750.1	IncC	0.5913	5378	1.3.5.21.33.63	1	3	5	21	33	63	reference		False
NZ_CP146088.1	IncC	0.5917	197477	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP144127.1	IncC	0.5325	198824	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.32)	False
NZ_CP144511.1	IncC	0.6416	78971	1.3.5.14.22.44	1	3	5	14	22	44	reference	IncAC2(0.36)	False
NZ_CP143874.1	IncC	0.5954	24369	1.3.5.13.13.14	1	3	5	13	13	14	reference		False
NZ_CP143872.1	IncC	0.6	50215	1.3.5.18.30.60	1	3	5	18	30	60	reference		False
NZ_AP027617.1	IncC	0.4015	1896	1.3.13.45.59.90	1	3	13	45	59	90	reference	IncAC2(0.40)	False
NZ_AP028319.1	IncC	0.4104	178823	1.3.5.14.22.35	1	3	5	14	22	35	reference	IncFII(0.40)	False
NZ_AP028316.1	IncC	0.4104	178823	1.3.5.14.22.35	1	3	5	14	22	35	reference	IncFII(0.40)	False
NZ_AP027888.1	IncC	0.4026	2750	1.3.11.43.57.88	1	3	11	43	57	88	reference	IncAC2(0.40)	False
NZ_CP144317.1	IncC	0.918	174409	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
CP144326.1	IncC	0.627	140953	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.37)	False
NZ_CP143958.1	IncC	0.601	5903	1.3.11.41.54.85	1	3	11	41	54	85	reference		False
AP029175.1	IncC	0.6146	160999	1.3.5.15.27.57	1	3	5	15	27	57	reference	IncFIB(0.39)	False
NZ_CP142384.1	IncC	0.5423	165246	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP142096.1	IncC	0.4629	141594	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_CP115823.1	IncC	0.7607	111005	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_OY725821.1	IncC	0.5992	303	4.8.30.62.76.107	4	8	30	62	76	107	reference	IncFII(0.40)	False
NZ_OY725813.1	IncC	0.4016	505	3.7.29.61.75.106	3	7	29	61	75	106	reference	IncFII(0.40)	False
NZ_KY014465.1	IncC	0.4163	136475	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_KY014464.1	IncC	0.4096	156867	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.39)	False
NZ_CP046506.1	IncC	0.4092	66308	1.3.5.14.22.34	1	3	5	14	22	34	reference	IncAC2(0.39)	False
NZ_MK376344.1	IncC	0.8025	2914	1.3.7.35.47.77	1	3	7	35	47	77	reference		False
NZ_LC225353.1	IncC	0.6611	150115	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.34)	False
NZ_AP014611.1	IncC	0.6288	169829	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MK101346.1	IncC	0.4076	129329	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_MH476540.1	IncC	0.6209	182450	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_MK205417.1	IncC	0.6409	83375	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_MH917284.1	IncC	0.6278	105977	1.3.5.14.22.36	1	3	5	14	22	36	reference	IncA(0.37)	False
NZ_MH844629.1	IncC	0.679	182653	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MH892479.1	IncC	0.811	175495	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MF344574.1	IncC	0.5429	152215	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.26)	False
NZ_MH001166.1	IncC	0.7255	184032	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MF627444.1	IncC	0.4256	166467	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_MF497432.1	IncC	0.5274	133742	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_MF150118.1	IncC	0.9995	176346	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_KY399978.1	IncC	0.8207	148456	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_KX147633.1	IncC	0.4222	154564	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_KT997783.1	IncC	0.6337	136243	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_KX458222.1	IncC	0.5304	172152	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.47)	False
NZ_KU726616.1	IncC	0.8298	137952	1.3.5.14.22.27	1	3	5	14	22	27	reference		False
NZ_KJ802404.1	IncC	0.5662	166750	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.43)	False
NZ_KM670336.1	IncC	0.6168	174068	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_KJ802405.1	IncC	0.4311	147886	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.42)	False
NZ_KM083064.1	IncC	0.6428	159635	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.27)	False
NZ_KC999035.1	IncC	0.4142	160989	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP053192.1	IncC	0.4341	129016	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.40)	False
CP052444.1	IncC	0.9804	174931	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP009412.1	IncC	0.8102	103586	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_AP018143.1	IncC	0.4601	176026	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP050727.1	IncC	0.5058	147578	1.3.5.14.22.25	1	3	5	14	22	25	reference	IncFII(0.49)	False
NZ_CP044353.1	IncC	0.4078	41753	1.3.5.14.19.22	1	3	5	14	19	22	reference		False
NZ_CP047350.1	IncC	0.6586	171208	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.34)	False
NZ_CP047353.1	IncC	0.653	168512	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_CP047345.1	IncC	0.6589	171206	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.34)	False
NZ_CP048797.1	IncC	0.4662	151684	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.30)	False
NZ_CP048288.1	IncC	0.611	228841	1.3.5.22.34.64	1	3	5	22	34	64	reference		False
MN657252.1	IncC	0.4482	168682	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.43)	False
MN657242.1	IncC	0.633	88530	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.37)	False
NZ_AP018440.1	IncC	0.4003	135601	1.3.5.20.32.62	1	3	5	20	32	62	reference		False
NZ_LT984489.1	IncC	0.5995	7045	1.3.25.57.71.102	1	3	25	57	71	102	reference	IncFIB(0.40)	False
NZ_LT985244.1	IncC	0.6066	85621	1.3.5.14.22.46	1	3	5	14	22	46	reference	IncA(0.39)	False
NZ_CP046773.1	IncC	0.4885	131705	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
LC613143.1	IncC	0.457	172648	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.35)	False
NZ_CP070971.1	IncC	0.6306	106354	1.3.5.14.22.36	1	3	5	14	22	36	reference	IncA(0.37)	False
NZ_CP070481.1	IncC	0.8	2729	1.3.22.54.68.99	1	3	22	54	68	99	reference		False
CP068399.1	IncC	0.4452	59223	1.3.5.14.22.48	1	3	5	14	22	48	reference	IncAC2(0.39)	False
NZ_CP062959.1	IncC	0.4099	4444	1.3.14.46.60.91	1	3	14	46	60	91	reference	IncN(0.39)	False
NZ_CP065454.1	IncC	0.9999	176326	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP065451.1	IncC	0.717	154765	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.28)	False
NZ_CP065465.1	IncC	0.6532	139648	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_CP065443.1	IncC	0.626	139394	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.29)	False
NZ_CP062960.1	IncC	0.5985	85021	1.3.5.14.26.56	1	3	5	14	26	56	reference		False
NZ_LC406945.1	IncC	0.6083	4447	1.2.2.3.3.3	1	2	2	3	3	3	reference		False
NZ_CP061407.1	IncC	0.4017	68514	1.3.5.14.22.40	1	3	5	14	22	40	reference	IncAC2(0.39)	False
NZ_AP023403.1	IncC	0.5951	12311	1.3.5.11.11.12	1	3	5	11	11	12	reference		False
NZ_CP047172.1	IncC	0.4002	38297	1.3.5.14.19.21	1	3	5	14	19	21	reference		False
NZ_MT560000.1	IncC	0.6103	124795	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_MT559999.1	IncC	0.5067	116633	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.38)	False
NZ_MT559996.1	IncC	0.661	88958	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.34)	False
NZ_MT559990.1	IncC	0.505	93442	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.50)	False
NZ_MT551208.1	IncC	0.4285	139489	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.39)	False
NZ_MN647789.1	IncC	0.6014	138255	1.3.5.14.22.28	1	3	5	14	22	28	reference	IncFII(0.31)	False
NZ_MN175387.1	IncC	0.407	199120	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncN(0.26)	False
NZ_MN310378.1	IncC	0.6051	181726	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MN310377.1	IncC	0.4125	90252	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.30); IncAC2(0.29)	False
NZ_LC556212.1	IncC	0.5996	166297	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.40)	False
NZ_LC556213.1	IncC	0.6128	165583	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.39)	False
NZ_CP121853.1	IncC	0.6093	6255	1.3.5.10.10.10	1	3	5	10	10	10	reference		False
NZ_CP049113.1	IncC	0.6965	183610	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP121217.1	IncC	0.5959	4943	1.3.18.50.64.95	1	3	18	50	64	95	reference		False
NZ_CP110527.1	IncC	0.4694	98221	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.38)	False
NZ_CP119121.1	IncC	0.693	124387	1.3.5.14.22.27	1	3	5	14	22	27	reference		False
NZ_CP118945.1	IncC	0.5651	193000	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncFII(0.43)	False
NZ_CP117372.1	IncC	0.5836	99201	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.42)	False
NZ_CP117397.1	IncC	0.6387	100527	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117395.1	IncC	0.6387	100527	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117387.1	IncC	0.6491	100517	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.35)	False
NZ_CP117385.1	IncC	0.6433	100527	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117389.1	IncC	0.6395	100526	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117379.1	IncC	0.5868	99205	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.41)	False
NZ_CP117377.1	IncC	0.5868	99205	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.41)	False
NZ_CP117355.1	IncC	0.6337	82559	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.37)	False
NZ_CP117341.1	IncC	0.6489	86676	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.35)	False
NZ_CP117391.1	IncC	0.6419	100521	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117381.1	IncC	0.5822	99202	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.42)	False
NZ_CP117344.1	IncC	0.6442	86282	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.36)	False
NZ_CP117383.1	IncC	0.6287	100649	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.37)	False
NZ_CP118540.1	IncC	0.4083	41752	1.3.5.14.19.22	1	3	5	14	19	22	reference		False
NZ_CP117824.1	IncC	0.4078	41752	1.3.5.14.19.22	1	3	5	14	19	22	reference		False
CP117822.1	IncC	0.4003	38298	1.3.5.14.19.21	1	3	5	14	19	21	reference		False
NZ_CP053670.1	IncC	0.5158	190180	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.27)	False
NZ_CP109895.1	IncC	0.4003	38294	1.3.5.14.19.21	1	3	5	14	19	21	reference		False
NZ_CP109896.1	IncC	0.4003	38297	1.3.5.14.19.21	1	3	5	14	19	21	reference		False
NZ_CP110653.1	IncC	0.6065	29649	1.3.5.12.12.13	1	3	5	12	12	13	reference		False
NZ_CP110656.1	IncC	0.6046	12459	1.3.5.12.12.13	1	3	5	12	12	13	reference		False
NZ_ON925022.1	IncC	0.6515	175492	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.35)	False
LC744514.1	IncC	0.4681	187125	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.39)	False
LC744502.1	IncC	0.4531	177143	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.42)	False
LC744494.1	IncC	0.4244	190781	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.42)	False
LC744454.1	IncC	0.433	198096	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
LC744445.1	IncC	0.6328	187175	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.37)	False
NZ_CP113906.1	IncC	0.4033	109858	1.3.5.14.22.47	1	3	5	14	22	47	reference	IncAC2(0.38)	False
AP024350.1	IncC	0.6769	92095	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.32)	False
NZ_CP110913.1	IncC	0.4067	70575	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_CP110899.1	IncC	0.4067	70575	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_AP026942.1	IncC	0.5556	137080	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.33)	False
NZ_AP026939.1	IncC	0.5556	137080	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.33)	False
NZ_MW464182.1	IncC	0.6107	147312	1.3.5.14.22.27	1	3	5	14	22	27	reference		False
NZ_CP093318.1	IncC	0.4265	168684	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.39)	False
NZ_CP106829.1	IncC	0.5954	7435	1.3.5.10.10.11	1	3	5	10	10	11	reference		False
NZ_ON390809.1	IncC	0.67	172554	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.33)	False
NZ_OW443149.1	IncC	0.5627	139375	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.31)	False
NZ_CP099755.1	IncC	0.464	177860	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP099747.1	IncC	0.4641	177859	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP099753.1	IncC	0.4641	177859	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP099750.1	IncC	0.4643	177859	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP102989.1	IncC	0.4091	160519	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_CP098612.1	IncC	0.6184	51599	1.3.5.14.17.19	1	3	5	14	17	19	reference		False
CP098445.1	IncC	0.413	205118	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_OM975890.1	IncC	0.5626	84438	1.3.5.14.22.45	1	3	5	14	22	45	reference	IncA(0.44)	False
NZ_CP094993.1	IncC	0.4181	174840	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP096167.1	IncC	0.6164	137224	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP096164.1	IncC	0.6442	166090	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP095763.1	IncC	0.6174	143840	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP095658.1	IncC	0.6228	72329	1.3.5.14.22.42	1	3	5	14	22	42	reference	IncA(0.38)	False
NZ_CP095597.1	IncC	0.4326	173482	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
NZ_CP095567.1	IncC	0.4393	173564	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
CP094370.1	IncC	0.4884	169151	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP087274.1	IncC	0.8413	140824	1.3.5.14.22.27	1	3	5	14	22	27	reference		False
NZ_CP060954.1	IncC	0.7205	168756	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.28)	False
NZ_CP092422.1	IncC	0.5913	13177	1.3.5.9.9.9	1	3	5	9	9	9	reference		False
NZ_AP025336.1	IncC	0.8421	174343	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP090430.1	IncC	0.6482	147900	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.35)	False
NZ_CP090318.1	IncC	0.6045	1318	1.1.1.1.1.1	1	1	1	1	1	1	reference		False
NZ_CP090205.1	IncC	0.8373	140306	1.3.5.14.22.27	1	3	5	14	22	27	reference		False
NZ_MZ465528.1	IncC	0.5459	175622	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.26)	False
NZ_CP089019.1	IncC	0.9548	177113	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_MZ836805.1	IncC	0.684	171038	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.32)	False
NZ_MZ836809.1	IncC	0.6875	180309	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
NZ_CP082989.1	IncC	0.418	174853	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
NZ_CP086666.1	IncC	0.418	174841	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
CP086673.1	IncC	0.4183	174841	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.36)	False
CP083494.1	IncC	0.6253	137552	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.37)	False
NZ_MZ475700.1	IncC	0.6392	103857	1.3.5.14.22.36	1	3	5	14	22	36	reference	IncA(0.36)	False
NZ_CP083584.1	IncC	0.6204	58514	1.3.5.14.15.16	1	3	5	14	15	16	reference		False
NZ_CP083583.1	IncC	0.4013	1207795	1.3.5.14.15.17	1	3	5	14	15	17	reference	IncN(0.39)	False
CP082551.1	IncC	0.4093	89759	1.3.5.14.22.43	1	3	5	14	22	43	reference	IncAC2(0.41)	False
CP082489.1	IncC	0.5878	124158	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.29)	False
CP082375.1	IncC	0.6495	115513	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
CP082501.1	IncC	0.4177	106545	1.3.5.14.22.38	1	3	5	14	22	38	reference	IncAC2(0.38)	False
NZ_CP050190.1	IncC	0.6044	12464	1.3.5.12.12.13	1	3	5	12	12	13	reference		False
NZ_CP079808.1	IncC	0.4659	161754	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.43)	False
NZ_CP079656.1	IncC	0.4654	161754	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.43)	False
NZ_CP079693.1	IncC	0.4562	170268	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.40)	False
NZ_CP079618.1	IncC	0.4561	170268	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.40)	False
NZ_CP077313.1	IncC	0.6047	23837	1.3.5.16.28.58	1	3	5	16	28	58	reference		False
NZ_CP076553.1	IncC	0.5869	162180	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.32)	False
NZ_MW363918.1	IncC	0.4417	148692	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.39)	False
NZ_CP073021.1	IncC	0.613	44343	1.3.5.14.14.15	1	3	5	14	14	15	reference		False
NZ_CP036143.1	IncC	0.6022	2185	1.3.11.40.52.82	1	3	11	40	52	82	reference	IncA(0.40)	False
NZ_CP036063.1	IncC	0.6004	1615	1.3.10.39.51.81	1	3	10	39	51	81	reference		False
NZ_CP036061.1	IncC	0.6022	2953	1.3.11.40.53.83	1	3	11	40	53	83	reference		False
NZ_CP076009.1	IncC	0.5679	166659	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncA(0.27)	False
NZ_CP073716.1	IncC	0.6053	4712	1.3.5.32.44.74	1	3	5	32	44	74	reference		False
NZ_CP071074.1	IncC	0.4597	169082	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.42)	False
NZ_MT720905.1	IncC	0.4342	147957	1.3.5.14.22.37	1	3	5	14	22	37	reference	IncAC2(0.38)	False
LC521853.1	IncC	0.4452	208885	1.3.5.14.22.37	1	3	5	14	22	37	reference		False
