source_file	inc_group	organism_category	is_family	is1_pos	is2_pos	region_size	same_orientation	cargo_genes	n_cargo
RefSeq_NZ_CP055297.1	IncFII	Gram-negative	IS26	55666-56485	59210-60029	2725	True	dfrA14	1
RefSeq_NZ_CP055297.1	IncFII	Gram-negative	IS26	68184-69007	70407-71228	1400	True	catA2	1
RefSeq_NZ_CP055807.1	IncX1	Gram-negative	ISAba1	23383-24528	38707-39854	14179	False	estX-3,aadA1,aph(6)-Id,dfrA14,aph(3'')-Ib,sul2	6
RefSeq_NZ_CP056037.1	IncFII	Gram-negative	IS26	51369-52191	55339-56158	3148	True	mph(A),mrx(A)	2
RefSeq_NZ_CP056037.1	IncFII	Gram-negative	IS26	55339-56158	61712-62531	5554	True	aac(3)-IId	1
RefSeq_NZ_CP056037.1	IncFII	Gram-negative	IS26	70001-70820	73316-74137	2496	True	fosA3	1
RefSeq_NZ_CP056038.1	IncN	Gram-negative	IS26	32145-32964	46031-46850	13067	True	tet(A),qnrS	2
RefSeq_NZ_CP056075.1	IncX1	Gram-negative	IS26	27971-28790	33997-34816	5207	True	oqxA2,oqxB	2
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	137805-138624	143086-143905	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	143086-143905	148367-149186	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	148367-149186	153648-154467	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	153648-154467	158929-159748	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	158929-159748	164210-165029	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	164210-165029	169491-170310	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056302.1	IncFII	Gram-negative	IS26	169491-170310	174772-175591	4462	True	blaSHV-2A	1
RefSeq_NZ_CP056435.1	IncFII	Gram-negative	IS26	34891-35710	42438-43230	6728	True	dfrA14	1
RefSeq_NZ_CP056435.1	IncFII	Gram-negative	IS26	42438-43230	57483-58303	14253	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_CP056879.1	IncFII	Gram-negative	IS1	64763-65475	90166-90933	24691	False	tet(D),blaSHV-12	2
RefSeq_NZ_CP056879.1	IncFII	Gram-negative	IS26	73116-73936	77463-78282	3527	True	tet(D)	1
RefSeq_NZ_CP056879.1	IncFII	Gram-negative	IS26	77463-78282	86268-87087	7986	True	blaSHV-12	1
RefSeq_NZ_CP056880.1	IncFII	Gram-negative	IS26	88139-88958	91911-92731	2953	True	blaSHV-12	1
RefSeq_NZ_CP056880.1	IncFII	Gram-negative	IS26	96221-97042	103395-104214	6353	True	blaTEM	1
RefSeq_NZ_CP056880.1	IncFII	Gram-negative	IS1	76147-76914	105922-106689	29008	False	aac(3)-IId,blaSHV-12,mph(A),mrx(A),blaTEM	5
RefSeq_NZ_CP056884.1	IncFII	Gram-negative	IS1	64763-65475	89347-90114	23872	False	tet(D),blaLEN	2
RefSeq_NZ_CP056884.1	IncFII	Gram-negative	IS26	73116-73936	77463-78282	3527	True	tet(D)	1
RefSeq_NZ_CP056884.1	IncFII	Gram-negative	IS26	77463-78282	85449-86268	7167	True	blaLEN	1
RefSeq_NZ_CP056885.1	IncFII	Gram-negative	IS26	88139-88958	91911-92731	2953	True	blaSHV-12	1
RefSeq_NZ_CP056885.1	IncFII	Gram-negative	IS26	96221-97042	103395-104214	6353	True	blaTEM	1
RefSeq_NZ_CP056885.1	IncFII	Gram-negative	IS1	76147-76914	105922-106689	29008	False	aac(3)-IId,blaSHV-12,mph(A),mrx(A),blaTEM	5
RefSeq_NZ_CP058311.1	IncN	Gram-negative	IS26	66712-67531	72738-73557	5207	True	oqxB,oqxA2	2
RefSeq_NZ_CP058326.1	IncFII	Gram-negative	IS1	64763-65475	95284-96051	29809	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP058326.1	IncFII	Gram-negative	IS26	75078-75897	76938-77758	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP058327.1	IncFII	Gram-negative	IS26	51985-52807	55392-56211	2585	True	aac(6')-Ib',blaOXA	2
RefSeq_NZ_CP058620.1	IncFII	Gram-negative	IS1	4995-5762	8630-9397	2868	False	tet(B)	1
RefSeq_NZ_CP058620.1	IncFII	Gram-negative	IS1	8630-9397	57846-58613	48449	True	aph(6)-Id,aph(3'')-Ib,sul2,aac(3)-IId,blaTEM-1	5
RefSeq_NZ_CP058620.1	IncFII	Gram-negative	IS26	14895-15715	20250-21070	4535	True	aac(3)-IId	1
RefSeq_NZ_CP058653.1	IncN	Gram-negative	IS26	20556-21375	23017-23840	1642	True	dfrA14	1
RefSeq_NZ_CP058653.1	IncN	Gram-negative	IS26	58837-59656	89802-90621	30146	True	blaTEM-135	1
RefSeq_NZ_CP058658.1	IncN	Gram-negative	IS26	48750-49573	51215-52034	1642	True	dfrA14	1
RefSeq_NZ_CP058711.1	IncX1	Gram-negative	IS26	3940-4759	18416-19236	13657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A),aac(3)-IId	5
RefSeq_NZ_CP058711.1	IncX1	Gram-negative	IS26	41891-42714	58502-59321	15788	True	floR,blaCTX-M-65	2
RefSeq_NZ_CP058711.1	IncX1	Gram-negative	IS26	61503-62322	75979-76799	13657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A),aac(3)-IId	5
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	1591-2410	6435-7254	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	6435-7254	11657-12477	4403	True	qepA	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	33120-33938	38529-39348	4591	True	tet(A)	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	38529-39348	44641-45460	5293	True	arr-2,cmlA5,blaOXA-10,aadA1,dfrA14	5
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	50286-51103	55128-55947	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	55128-55947	60350-61170	4403	True	qepA	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	81813-82632	87223-88042	4591	True	tet(A)	1
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	87223-88042	93335-94154	5293	True	arr-2,cmlA5,blaOXA-10,aadA1,dfrA14	5
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	16702-17522	21925-22744	4403	True	qepA	1
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	21925-22744	26769-27586	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	32411-33230	38523-39342	5293	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	38523-39342	43933-44752	4591	True	tet(A)	1
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	1883-2702	3978-4797	1276	True	fosA3	1
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	3978-4797	20555-21375	15758	True	blaTEM-1	1
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	20555-21375	26668-27487	5293	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	26668-27487	32078-32897	4591	True	tet(A)	1
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	41275-42094	46113-46932	4019	True	blaCTX-M	1
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	50363-51183	55586-56405	4403	True	qepA	1
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	23119-23938	28529-29348	4591	True	tet(A)	1
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	28529-29348	34641-35460	5293	True	arr-2,cmlA5,blaOXA-10,aadA1,dfrA14	5
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	40286-41105	45130-45949	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	45130-45949	50352-51172	4403	True	qepA	1
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	71815-72634	77225-78044	4591	True	tet(A)	1
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	77225-78044	83337-84156	5293	True	arr-2,cmlA5,blaOXA-10,aadA1,dfrA14	5
RefSeq_NZ_CP058755.1	IncFII	Gram-negative	IS26	43847-44668	65865-66685	21197	True	qnrS1,blaCTX-M-3,blaTEM-1,floR,tet(A)	5
RefSeq_NZ_CP058755.1	IncFII	Gram-negative	IS26	83346-84166	85207-86026	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP058759.1	IncFII	Gram-negative	IS26	29042-29861	30902-31721	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP058759.1	IncFII	Gram-negative	IS26	33475-34294	42132-42952	7838	True	floR,tet(A)	2
RefSeq_NZ_CP058759.1	IncFII	Gram-negative	IS26	59613-60436	73801-74622	13365	True	blaTEM-1,blaCTX-M-3,qnrS1	3
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	5525-6353	8270-9090	1917	True	dfrA5	1
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	8270-9090	13382-14202	4292	True	floR	1
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	11467-12290	18172-18993	5882	True	tet(A),floR	2
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	18172-18993	20812-21631	1819	True	dfrA14	1
RefSeq_NZ_CP058861.1	IncFII	Gram-negative	IS26	29042-29861	30902-31721	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP058861.1	IncFII	Gram-negative	IS26	33475-34294	42137-42957	7843	True	floR,tet(A)	2
RefSeq_NZ_CP058861.1	IncFII	Gram-negative	IS26	59618-60438	73801-74622	13363	True	blaTEM-1,blaCTX-M-3,qnrS1	3
RefSeq_NZ_CP058877.1	IncFII	Gram-negative	IS26	5944-6763	9612-10432	2849	True	rmtB1,blaTEM-1	2
RefSeq_NZ_CP058898.1	IncFII	Gram-negative	IS26	53688-54507	64473-65294	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP058898.1	IncFII	Gram-negative	IS26	64473-65294	71951-72772	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_CP058918.1	IncFII	Gram-negative	IS26	76866-77685	87651-88471	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP058923.1	IncFII	Gram-negative	IS26	36614-37434	47400-48221	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP058941.1	IncFII	Gram-negative	IS1	66747-67459	81900-82667	14441	True	catA1	1
RefSeq_NZ_CP058961.1	IncFII	Gram-negative	IS26	22344-23164	63397-64216	40233	True	blaTEM-1	1
RefSeq_NZ_CP058961.1	IncFII	Gram-negative	IS26	63397-64216	74013-74832	9797	True	bleO,tet(A)	2
RefSeq_NZ_CP058961.1	IncFII	Gram-negative	IS26	86548-87368	93630-94450	6262	True	floR	1
RefSeq_NZ_CP058961.1	IncFII	Gram-negative	IS26	96942-97761	98802-99621	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP059005.1	IncFII	Gram-negative	IS26	40040-40859	43459-44279	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP059005.1	IncFII	Gram-negative	IS1	29217-29984	34141-34908	4157	False	tet(B)	1
RefSeq_NZ_CP059131.1	IncFII	Gram-negative	IS26	43865-44685	54452-55273	9767	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP059131.1	IncFII	Gram-negative	IS26	54452-55273	61764-62583	6491	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_CP059131.1	IncFII	Gram-negative	IS26	68260-69079	74985-75819	5906	True	blaCTX-M-15	1
RefSeq_NZ_CP059280.1	IncFII	Gram-negative	IS1	47413-48180	85765-86532	37585	True	erm(B),mph(A),mrx(A),sul1,dfrA17,aadA5	6
RefSeq_NZ_CP059282.1	IncFII	Gram-negative	IS1	85095-85862	122628-123395	36766	True	erm(B),mph(A),mrx(A),sul1,aadA5,dfrA17	6
RefSeq_NZ_CP059282.1	IncFII	Gram-negative	IS26	110996-111816	121592-122412	9776	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
RefSeq_NZ_CP059333.1	IncFII	Gram-negative	IS26	80504-81323	91289-92111	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	29957-30770	34309-35128	3539	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	41632-42449	45990-46808	3541	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	53316-54133	57673-58490	3540	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	64996-65814	69352-70171	3538	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	76668-77484	81016-81834	3532	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	93411-94225	97760-98576	3535	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	105074-105890	109426-110243	3536	True	mph(A)	1
RefSeq_NZ_CP059340.1	IncFII	Gram-negative	IS26	116745-117562	121099-121916	3537	True	mph(A)	1
RefSeq_NZ_CP059470.1	IncFII	Gram-negative	IS1	69766-70478	84920-85687	14442	True	catA1	1
RefSeq_NZ_CP059691.1	IncN	Gram-negative	IS26	43-863	38890-39709	38027	True	blaTEM-1	1
RefSeq_NZ_CP059836.1	IncN	Gram-negative	IS26	27086-27911	32620-33444	4709	True	aac(6')-Ib-cr5,blaOXA-1,catB3,arr-3,sul1	5
RefSeq_NZ_CP059836.1	IncN	Gram-negative	IS26	32620-33444	53712-54358	20268	True	tet(A)	1
RefSeq_NZ_CP059836.1	IncN	Gram-negative	IS26	63503-64323	85700-86519	21377	True	floR,dfrA12,aadA2,cmlA1,aadA1,sul3,mef(B)	7
RefSeq_NZ_CP059836.1	IncN	Gram-negative	IS26	85700-86519	87560-88379	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP059836.1	IncN	Gram-negative	IS26	93725-94544	99751-100570	5207	True	oqxA,oqxB	2
RefSeq_NZ_CP059850.1	IncX1	Gram-negative	IS26	14095-14916	19779-20598	4863	True	tet(X4)	1
RefSeq_NZ_CP059934.1	IncN	Gram-negative	IS26	1543-2364	3405-4224	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	2780-3604	6431-7270	2827	True	rmtB1,blaTEM-1	2
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	125236-126057	127457-128276	1400	True	catA2	1
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	141413-142232	145013-145832	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	18185-19006	21833-22652	2827	True	blaTEM-1,rmtB1	2
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	21833-22652	25433-26252	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP060283.1	IncFII	Gram-negative	IS26	4912-5731	12459-13278	6728	True	dfrA14	1
RefSeq_NZ_CP060283.1	IncFII	Gram-negative	IS26	12459-13278	26759-27578	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP060745.1	IncFII	Gram-negative	IS26	33932-34751	36151-36970	1400	True	catA2	1
RefSeq_NZ_CP060745.1	IncFII	Gram-negative	IS26	36151-36970	44528-45347	7558	True	catA2,sul2	2
RefSeq_NZ_CP060745.1	IncFII	Gram-negative	IS26	44528-45347	46747-47568	1400	True	catA2	1
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	7159-7978	9063-9886	1085	True	rmtB1	1
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	60356-61176	62564-63383	1388	True	catA2	1
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	64973-65794	68290-69111	2496	True	fosA3	1
RefSeq_NZ_CP060751.1	IncN	Gram-negative	IS26	73325-74144	75185-76005	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP060925.1	IncN	Gram-negative	IS26	31494-32312	39140-39961	6828	True	tet(A)	1
RefSeq_NZ_CP060925.1	IncN	Gram-negative	IS26	85447-86266	88866-89686	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP060948.1	IncFII	Gram-negative	IS26	4393-5212	28629-29450	23417	True	fosA3,mrx(A),mph(A)	3
RefSeq_NZ_CP060955.1	IncFII	Gram-negative	IS1	40361-41128	89378-90145	48250	False	dfrA17,aadA5,sul1,mrx(A),mph(A),sul2,aph(3'')-Ib,aph(6)-Id,tet(A),aac(3)-IId,blaTEM-1	11
RefSeq_NZ_CP060955.1	IncFII	Gram-negative	IS26	41363-42182	52148-52969	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP060955.1	IncFII	Gram-negative	IS26	52148-52969	59626-60445	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_CP060971.1	IncN	Gram-negative	IS26	44395-45216	47712-48531	2496	True	fosA3	1
RefSeq_NZ_CP061109.1	IncFII	Gram-negative	IS1	29180-29947	34371-35137	4424	False	tet(B)	1
RefSeq_NZ_CP061109.1	IncFII	Gram-negative	IS1	34371-35137	62042-62809	26905	True	catA1,dfrA14,mrx(A),mph(A),blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id	8
RefSeq_NZ_CP061188.1	IncFII	Gram-negative	IS26	61577-62396	64441-65264	2045	True	dfrA14	1
RefSeq_NZ_CP061347.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP061347.1	IncFII	Gram-negative	IS26	11041-11860	13136-13955	1276	True	fosA3	1
RefSeq_NZ_CP061347.1	IncFII	Gram-negative	IS26	73147-73968	78841-79660	4873	True	blaKPC-2	1
RefSeq_NZ_CP061347.1	IncFII	Gram-negative	IS26	154424-155246	156635-157458	1389	True	catA2	1
RefSeq_NZ_CP061352.1	IncFII	Gram-negative	IS26	7918-8737	22135-22954	13398	True	tet(A),qnrB1	2
RefSeq_NZ_CP061352.1	IncFII	Gram-negative	IS26	22135-22954	29533-30352	6579	True	dfrA14	1
RefSeq_NZ_CP061355.1	IncFII	Gram-negative	IS1	10456-11223	42604-43371	31381	False	blaKPC-2	1
RefSeq_NZ_CP061355.1	IncFII	Gram-negative	IS1	42604-43371	59980-60747	16609	False	blaTEM-1	1
RefSeq_NZ_CP061355.1	IncFII	Gram-negative	IS26	18426-19245	45172-45993	25927	True	blaKPC-2,blaTEM-1	2
RefSeq_NZ_CP061397.1	IncFII	Gram-negative	IS1	33797-34509	63011-63778	28502	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP061397.1	IncFII	Gram-negative	IS26	44196-44931	45972-46792	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP061406.1	IncFII	Gram-negative	IS26	22283-23102	44442-45264	21340	True	blaKPC-3,aac(6')-Ib	2
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS1	13329-14096	60421-61188	46325	True	qnrB19	1
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS26	56533-57352	65864-66683	8512	True	qnrB19	1
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS26	69112-69931	72531-73351	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS26	75538-76357	89746-90567	13389	True	tet(A),qnrB1	2
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS26	89746-90567	94792-95612	4225	True	blaCTX-M-15	1
RefSeq_NZ_CP061833.1	IncFII	Gram-negative	IS26	94792-95612	102340-103132	6728	True	dfrA14	1
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	45110-45930	46971-47790	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	46971-47790	56013-56842	8223	True	tet(A),floR	2
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	56013-56842	65066-65895	8224	True	tet(A),floR	2
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	65066-65895	74118-74947	8223	True	tet(A),floR	2
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	74118-74947	83170-83999	8223	True	tet(A),floR	2
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	83170-83999	92223-93052	8224	True	tet(A),floR	2
RefSeq_NZ_CP061843.1	IncFII	Gram-negative	IS26	92223-93052	106028-106849	12976	True	blaTEM-1,blaCTX-M-3,qnrS	3
RefSeq_NZ_CP061953.1	IncFII	Gram-negative	IS26	122910-123646	127030-127852	3384	True	mph(A),mrx(A)	2
RefSeq_NZ_CP061972.1	IncFII	Gram-negative	IS26	31183-32002	33043-33862	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	16911-17730	20226-21049	2496	True	fosA3	1
RefSeq_NZ_CP062212.1	IncFII	Gram-negative	IS26	69220-70040	72085-72908	2045	True	dfrA14	1
RefSeq_NZ_CP062214.1	IncFII	Gram-negative	IS26	17000-17821	20244-21063	2423	True	blaTEM-1,rmtB1	2
RefSeq_NZ_CP062793.1	IncN	Gram-negative	IS26	4892-5711	12077-12900	6366	True	qnrB1	1
RefSeq_NZ_CP062793.1	IncN	Gram-negative	IS26	20949-21741	39991-40814	18250	True	sul1,aadA16,dfrA27,arr-3,aac(6')-Ib-cr5	5
RefSeq_NZ_CP062971.1	IncFII	Gram-negative	IS26	66502-67329	77343-78166	10014	True	dfrA17,aadA5,sul1	3
RefSeq_NZ_CP063227.1	IncN	Gram-negative	IS26	18322-19141	40678-41498	21537	True	qnrB19,aph(3'')-Ib,aph(6)-Id,blaVIM-1,aac(6')-Ib4,dfrB1,aadA1,aac(6')-Ib-cr5,blaOXA-1,catB3,arr-3,sul1,mrx(A),mph(A)	14
RefSeq_NZ_CP063279.1	IncFII	Gram-negative	IS26	4045-4864	18345-19164	13481	True	tet(A),qnrB1	2
RefSeq_NZ_CP063279.1	IncFII	Gram-negative	IS26	25878-26670	33385-34205	6715	True	dfrA14	1
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	88876-89695	102814-103633	13119	True	sul2,floR	2
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	34483-35075	72292-73059	37217	False	tet(M),tet(A),dfrA12,aadA2,sul3	5
RefSeq_NZ_CP063344.1	IncX1	Gram-negative	IS1	6403-7170	23926-24510	16756	False	tet(A)	1
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	9519-10286	34714-35482	24428	True	sul2,floR	2
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS26	12205-13027	26339-27158	13312	True	sul2,floR	2
RefSeq_NZ_CP063493.1	IncFII	Gram-negative	IS26	39361-39995	45088-45910	5093	True	blaTEM-1,sul3	2
RefSeq_NZ_CP063493.1	IncFII	Gram-negative	IS26	45088-45910	48843-49663	2933	True	aac(3)-IId	1
RefSeq_NZ_CP063703.1	IncFII	Gram-negative	IS26	96116-96935	104837-105660	7902	True	blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_CP063706.1	IncFII	Gram-negative	IS26	43216-44035	65338-66157	21303	True	aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaTEM-1	4
RefSeq_NZ_CP063706.1	IncFII	Gram-negative	IS26	65338-66157	67401-68221	1244	True	aph(3')-Ia	1
RefSeq_NZ_CP063761.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP063761.1	IncFII	Gram-negative	IS1	64563-65330	98540-99307	33210	False	blaSHV-12,blaKPC-2	2
RefSeq_NZ_CP063835.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP063835.1	IncFII	Gram-negative	IS26	11041-11860	13136-13955	1276	True	fosA3	1
RefSeq_NZ_CP063836.1	IncFII	Gram-negative	IS26	35200-36019	38744-39563	2725	True	dfrA14	1
RefSeq_NZ_CP063836.1	IncFII	Gram-negative	IS26	47718-48541	49941-50762	1400	True	catA2	1
RefSeq_NZ_CP063852.1	IncFII	Gram-negative	IS26	87550-88369	100061-100881	11692	True	mef(B),sul3,aadA1,cmlA1,aadA2,dfrA12	6
RefSeq_NZ_CP063852.1	IncFII	Gram-negative	IS26	105267-106086	107127-107945	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP063852.1	IncFII	Gram-negative	IS26	122117-122937	124337-125154	1400	True	catA2	1
RefSeq_NZ_CP063857.1	IncFII	Gram-negative	IS26	8669-9488	10529-11348	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP063857.1	IncFII	Gram-negative	IS26	65707-66528	87725-88544	21197	True	qnrS1,blaCTX-M-3,blaTEM-1,floR,tet(A)	5
RefSeq_NZ_CP063859.1	IncFII	Gram-negative	IS26	114837-115656	117056-117876	1400	True	catA2	1
RefSeq_NZ_CP063859.1	IncFII	Gram-negative	IS26	132052-132871	133912-134731	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP063859.1	IncFII	Gram-negative	IS26	139117-139938	151629-152448	11691	True	dfrA12,aadA2,cmlA1,aadA1,sul3,mef(B)	6
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	10800-11620	16023-16842	4403	True	qepA	1
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	19183-20002	24027-24846	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	29672-30491	35784-36603	5293	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	35784-36603	41194-42013	4591	True	tet(A)	1
RefSeq_NZ_CP063879.1	IncFII	Gram-negative	ISEcp1	2886-4541	33350-35001	28809	False	blaCTX-M-15,catB3,blaOXA,aac(6')-Ib-cr5,tet(A),aph(6)-Id,aph(3'')-Ib,sul2,aac(6')-Ib-cr,blaOXA-1,catB3,blaCTX-M	12
RefSeq_NZ_CP063879.1	IncFII	Gram-negative	IS26	11107-11919	18145-18964	6226	True	tet(A)	1
RefSeq_NZ_CP063879.1	IncFII	Gram-negative	IS26	28983-29803	39810-40629	10007	True	blaCTX-M	1
RefSeq_NZ_CP063914.1	IncFII	Gram-negative	IS26	213574-214395	226087-226904	11692	True	dfrA12,aadA2,cmlA1,aadA1,sul3,mef(B)	6
RefSeq_NZ_CP063929.1	IncFII	Gram-negative	IS26	1076-1895	5121-5941	3226	True	aac(3)-IId	1
RefSeq_NZ_CP063929.1	IncFII	Gram-negative	IS26	6564-7383	11804-12624	4421	True	erm(B)	1
RefSeq_NZ_CP063929.1	IncFII	Gram-negative	IS26	11804-12624	16596-17415	3972	True	mph(A),mrx(A)	2
RefSeq_NZ_CP063929.1	IncFII	Gram-negative	IS26	86265-87084	89580-90401	2496	True	fosA3	1
RefSeq_NZ_CP063929.1	IncFII	Gram-negative	IS26	89580-90401	92562-93383	2161	True	rmtB1,blaTEM-1	2
