source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	strand	evalue	bitscore	plasmid_length
RefSeq_NZ_CP079753.1	IncFII	Gram-negative	IS1	95.833	768	768	1.0	6631	7392	-	0.0	1233.0	167012
RefSeq_NZ_CP079783.1	IncFII	Gram-negative	ISEcp1	100.0	1393	1656	0.841	7024	8416	+	0.0	2513.0	90695
RefSeq_NZ_CP079783.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	8415	9236	+	0.0	1483.0	90695
RefSeq_NZ_CP079783.1	IncFII	Gram-negative	IS1	92.839	768	768	1.0	2091	2858	-	0.0	1138.0	90695
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	17260	18080	-	0.0	1481.0	55140
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	28070	28890	+	0.0	1481.0	55140
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	14254	15073	+	0.0	1480.0	55140
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	20680	21499	-	0.0	1480.0	55140
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	-	0.0	1480.0	55140
RefSeq_NZ_CP079842.1	IncFII	Gram-negative	IS26	100.0	823	859	0.958	4662	5484	-	0.0	1485.0	67286
RefSeq_NZ_CP079842.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7883	8702	-	0.0	1480.0	67286
RefSeq_NZ_CP079842.1	IncFII	Gram-negative	IS1	95.443	768	768	1.0	31763	32530	+	0.0	1228.0	67286
RefSeq_NZ_CP079853.1	IncFII	Gram-negative	IS10	98.796	1329	1329	1.0	109691	111019	-	0.0	2325.0	177356
RefSeq_NZ_CP079853.1	IncFII	Gram-negative	IS26	99.879	826	859	0.962	86915	87740	-	0.0	1486.0	177356
RefSeq_NZ_CP079853.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	102658	103477	-	0.0	1480.0	177356
RefSeq_NZ_CP079853.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	75906	76725	+	0.0	1480.0	177356
RefSeq_NZ_CP079854.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	23500	24323	+	0.0	1482.0	70873
RefSeq_NZ_CP079854.1	IncFII	Gram-negative	IS26	99.635	822	859	0.957	45139	45960	-	0.0	1470.0	70873
RefSeq_NZ_CP079885.1	IncFII	Gram-negative	IS10	100.0	1329	1329	1.0	9022	10350	-	0.0	2397.0	118628
RefSeq_NZ_CP079885.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	11829	13049	-	0.0	2189.0	118628
RefSeq_NZ_CP080101.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	30967	31789	+	0.0	1480.0	113444
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	104111	104931	+	0.0	1481.0	139140
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	119831	120651	+	0.0	1481.0	139140
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	110494	111313	-	0.0	1480.0	139140
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS1	99.74	768	768	1.0	105032	105799	-	0.0	1377.0	139140
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS1	99.74	768	768	1.0	108442	109209	+	0.0	1377.0	139140
RefSeq_NZ_CP080109.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	66692	67457	+	0.0	1333.0	139140
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	55876	57096	+	0.0	2189.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS5	99.749	1195	1195	1.0	22091	23285	+	0.0	2142.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	66941	67760	+	0.0	1480.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	69579	70398	+	0.0	1480.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	84360	85179	-	0.0	1480.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	99.744	782	859	0.91	60890	61670	+	0.0	1398.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	161493	162260	-	0.0	1350.0	180318
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	177638	178405	+	0.0	1350.0	180318
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	55876	57096	+	0.0	2189.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS5	99.749	1195	1195	1.0	22091	23285	+	0.0	2142.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	66940	67759	+	0.0	1480.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	69578	70397	+	0.0	1480.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	84359	85178	-	0.0	1480.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	99.616	782	859	0.91	60890	61669	+	0.0	1390.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	161465	162232	-	0.0	1350.0	180290
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	177610	178377	+	0.0	1350.0	180290
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	26164	27384	-	0.0	2189.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS5	99.749	1195	1195	1.0	59975	61169	-	0.0	2142.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	8980	9801	-	0.0	1483.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	74273	75092	+	0.0	1480.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS26	100.0	782	859	0.91	16101	16882	-	0.0	1411.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	166881	167648	+	0.0	1350.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS1	97.656	768	768	1.0	150747	151503	-	0.0	1310.0	169561
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS1	93.88	768	768	1.0	93387	94154	-	0.0	1174.0	169561
RefSeq_NZ_CP080236.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	10338	11105	+	0.0	1336.0	83443
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	123558	124380	-	0.0	1480.0	128928
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6197	7016	+	0.0	1480.0	128928
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	34439	35258	+	0.0	1480.0	128928
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	50355	51174	-	0.0	1480.0	128928
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	128928
RefSeq_NZ_CP080299.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	10824	11644	-	0.0	1468.0	128928
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	18529	19350	+	0.0	1483.0	80673
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	20750	21573	+	0.0	1482.0	80673
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	33272	34091	-	0.0	1480.0	80673
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	29728	30547	-	0.0	1480.0	80673
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	123558	124380	-	0.0	1480.0	128928
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6197	7016	+	0.0	1480.0	128928
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	34439	35258	+	0.0	1480.0	128928
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	50355	51174	-	0.0	1480.0	128928
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	128928
RefSeq_NZ_CP080305.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	10824	11644	-	0.0	1468.0	128928
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	28018	28839	+	0.0	1483.0	92645
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	30239	31062	+	0.0	1482.0	92645
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	42761	43580	-	0.0	1480.0	92645
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	39217	40036	-	0.0	1480.0	92645
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	123558	124380	-	0.0	1480.0	128928
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6197	7016	+	0.0	1480.0	128928
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	34439	35258	+	0.0	1480.0	128928
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	50355	51174	-	0.0	1480.0	128928
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	128928
RefSeq_NZ_CP080311.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	10824	11644	-	0.0	1468.0	128928
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	18529	19350	+	0.0	1483.0	80673
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	20750	21573	+	0.0	1482.0	80673
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	33272	34091	-	0.0	1480.0	80673
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	29728	30547	-	0.0	1480.0	80673
RefSeq_NZ_CP080351.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	132656	133476	+	0.0	1477.0	193800
RefSeq_NZ_CP080351.1	IncFII	Gram-negative	IS26	100.0	737	859	0.858	129367	130103	-	0.0	1330.0	193800
RefSeq_NZ_CP080351.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	3442	4209	+	0.0	1070.0	193800
RefSeq_NZ_CP080351.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	141117	141829	-	0.0	1048.0	193800
RefSeq_NZ_CP080351.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	81377	82144	+	0.0	1043.0	193800
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	25289	26944	+	0.0	2987.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	33512	34332	-	0.0	1481.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	16017	16837	+	0.0	1481.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4193	5012	+	0.0	1480.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	30506	31325	+	0.0	1480.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	36932	37751	-	0.0	1480.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	99.878	822	859	0.957	44756	45577	-	0.0	1479.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	11495	12314	+	0.0	1475.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	45973	46792	+	0.0	1475.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	132990	133809	+	0.0	1475.0	136344
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	108379	109146	-	0.0	1386.0	136344
RefSeq_NZ_CP080363.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	75101	75921	-	0.0	1481.0	190150
RefSeq_NZ_CP080363.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	190150
RefSeq_NZ_CP080363.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	66748	67460	+	0.0	1048.0	190150
RefSeq_NZ_CP080363.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	98980	99747	-	0.0	1043.0	190150
RefSeq_NZ_CP080363.1	IncFII	Gram-negative	IS1	87.63	768	768	1.0	84061	84828	-	0.0	957.0	190150
RefSeq_NZ_CP080366.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	15525	16344	-	0.0	1480.0	85191
RefSeq_NZ_CP080366.1	IncFII	Gram-negative	IS26	99.635	823	859	0.958	6964	7786	+	0.0	1471.0	85191
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS10	100.0	1072	1329	0.807	93017	94088	-	0.0	1934.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS10	100.0	955	1329	0.719	92062	93016	-	0.0	1723.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	99.519	832	859	0.969	17647	18478	+	0.0	1483.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	25315	26135	-	0.0	1481.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3	823	+	0.0	1481.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	88662	89482	-	0.0	1481.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	10153	10973	-	0.0	1481.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4948	5767	+	0.0	1480.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	22309	23128	+	0.0	1480.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	82691	83510	+	0.0	1480.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	91242	92061	+	0.0	1480.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	79139	79906	+	0.0	1386.0	97614
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS1	99.089	768	768	1.0	64657	65424	-	0.0	1354.0	97614
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	61909	62730	-	0.0	1483.0	90943
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	30224	31047	-	0.0	1482.0	90943
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	33699	34519	+	0.0	1481.0	90943
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	52688	53507	-	0.0	1480.0	90943
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	54843	55662	+	0.0	1480.0	90943
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	56703	57522	+	0.0	1480.0	90943
RefSeq_NZ_CP080447.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	18905	19725	-	0.0	1481.0	76526
RefSeq_NZ_CP080447.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	76526
RefSeq_NZ_CP080447.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	15318	16137	+	0.0	1475.0	76526
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS10	99.248	1329	1329	1.0	23319	24647	+	0.0	2352.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS2	99.096	1327	1327	1.0	14077	15403	-	0.0	2340.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS30	99.59	1221	1221	1.0	58837	60057	+	0.0	2180.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	139287	140054	-	0.0	1350.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	62806	63573	+	0.0	1350.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	155431	156198	+	0.0	1350.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS1	91.406	768	768	1.0	15454	16221	-	0.0	1088.0	158111
RefSeq_NZ_CP081193.1	IncFII	Gram-negative	IS1	98.642	589	768	0.767	75516	76104	+	0.0	1027.0	158111
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS10	99.813	1072	1329	0.807	18872	19943	-	0.0	1925.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS10	99.791	955	1329	0.719	17917	18871	-	0.0	1714.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	99.519	832	859	0.969	41116	41947	+	0.0	1483.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	48784	49604	-	0.0	1481.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	23470	24290	+	0.0	1481.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	33622	34442	-	0.0	1481.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	14518	15338	-	0.0	1481.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	8547	9366	+	0.0	1480.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	17097	17916	+	0.0	1480.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	28417	29236	+	0.0	1480.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45778	46597	+	0.0	1480.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	4995	5762	+	0.0	1386.0	98473
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS1	98.698	768	768	1.0	88986	89753	-	0.0	1341.0	98473
RefSeq_NZ_CP081815.1	IncFII	Gram-negative	IS30	89.926	1221	1221	1.0	177798	179018	-	0.0	1648.0	180897
RefSeq_NZ_CP081815.1	IncFII	Gram-negative	IS1	92.839	768	768	1.0	89925	90692	+	0.0	1138.0	180897
RefSeq_NZ_CP081815.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	151069	151836	+	0.0	1043.0	180897
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	163558	164381	-	0.0	1482.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	165770	166592	-	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	156602	157424	+	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	15438	16257	+	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	135349	136168	-	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	133254	134073	-	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	68496	69315	+	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	137153	137972	+	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	141997	142816	+	0.0	1480.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	146843	147661	+	0.0	1471.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	128626	129446	+	0.0	1468.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	99.635	823	859	0.958	73242	74062	+	0.0	1465.0	172862
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	60165	60932	+	0.0	966.0	172862
RefSeq_NZ_CP081822.1	IncFII	Gram-negative	IS26	99.879	826	859	0.962	44882	45707	-	0.0	1486.0	82468
RefSeq_NZ_CP081822.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	32862	33682	+	0.0	1481.0	82468
RefSeq_NZ_CP081822.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	35909	36728	+	0.0	1480.0	82468
RefSeq_NZ_CP082004.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	18871	19691	+	0.0	1481.0	105913
RefSeq_NZ_CP082004.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26200	27019	-	0.0	1480.0	105913
RefSeq_NZ_CP082004.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	10464	11231	+	0.0	966.0	105913
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	112845	113664	-	0.0	1480.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	108019	108838	+	0.0	1480.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	102870	103690	-	0.0	1477.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS26	100.0	736	859	0.857	106243	106978	+	0.0	1328.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	40799	41566	-	0.0	1070.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	90.104	768	768	1.0	136723	137490	-	0.0	1043.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	92.426	713	768	0.928	94517	95229	+	0.0	1043.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	36152	36919	-	0.0	966.0	174262
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	87.76	768	768	1.0	121804	122571	-	0.0	962.0	174262
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	99.879	825	859	0.96	44593	45417	+	0.0	1484.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	99.758	827	859	0.963	123509	124335	+	0.0	1483.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	68689	69510	-	0.0	1483.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	130467	131289	-	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	13136	13955	+	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51947	52766	+	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	59296	60115	+	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	87396	88215	+	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	11332	12151	-	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	9237	10056	-	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	4393	5212	-	0.0	1480.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	17763	18583	-	0.0	1472.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	117369	118187	-	0.0	1471.0	135837
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	79065	79832	+	0.0	966.0	135837
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	99.879	825	859	0.96	43628	44452	+	0.0	1484.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	99.758	827	859	0.963	92822	93648	-	0.0	1483.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	60388	61209	-	0.0	1483.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	1332	2152	-	0.0	1481.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	85868	86690	+	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	12171	12990	+	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	50995	51814	+	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	76108	76927	+	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	98970	99789	+	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	10367	11186	-	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	8272	9091	-	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	6177	6996	-	0.0	1480.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	16798	17618	-	0.0	1472.0	130597
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS1	87.76	768	768	1.0	68773	69539	-	0.0	958.0	130597
RefSeq_NZ_CP082030.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	18881	19701	+	0.0	1481.0	105927
RefSeq_NZ_CP082030.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	26210	27029	-	0.0	1480.0	105927
RefSeq_NZ_CP082030.1	IncFII	Gram-negative	IS1	87.891	768	768	1.0	10472	11239	+	0.0	966.0	105927
RefSeq_NZ_CP082031.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	96961	97781	-	0.0	1481.0	212588
RefSeq_NZ_CP082031.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	80549	81368	+	0.0	1480.0	212588
RefSeq_NZ_CP082031.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	75400	76220	-	0.0	1477.0	212588
